,runtime_hours,lubrication_index,machine_health_index,plant_section,product_family,production_stage,fault_severity,certification_level,output_quality,machine_temperature,machine_vibration,auto,manual,semi_auto
7681,2.344506931316288,2.571550268376365,1.502999948920296,South,Fam_11,Assembly,Low,ISO9001,Low,21.57,7.33,False,False,True
7682,2.2334750274673127,3.907383996881832,2.131062549425135,South,Fam_04,Assembly,No Fault,ISO9001,High,25.4,7.62,False,False,True
7683,0.7729354242015982,,0.9452780682304868,North,Fam_07,Processing,,ISO9001,Low,17.75,4.96,True,False,False
7684,4.022850373803704,3.926448859309581,,South,Fam_20,Assembly,No Fault,ISO9001,Low,28.88,6.96,True,False,False
7685,7.479210106766461,5.462208342498557,2.994953309343282,North,Fam_03,Init,No Fault,ISO9001,High,21.84,9.76,True,False,False
7686,3.944470286533937,4.355313587319734,1.221486560781109,North,Fam_08,Init,No Fault,ISO9001,Low,22.81,1.75,True,False,False
7687,5.651849018968367,3.803044188984258,1.7744560462962018,North,Fam_36,Init,No Fault,ISO9001,Medium,20.88,5.38,True,False,False
7688,4.240353253469495,3.3205844141870435,3.1754189504769275,North,Fam_30,Processing,No Fault,ISO9001,High,25.69,15.1,False,False,True
7689,3.7676103716342464,,2.713517695793461,South,Fam_01,Processing,No Fault,ISO9001,High,21.07,8.68,False,False,True
7690,2.4507930677997725,2.006062526748099,1.1406720615632078,East,Fam_27,Assembly,No Fault,ISO9001,Low,20.38,7.68,False,False,True
7691,3.4687536789604243,3.3786578696145417,2.525961570486408,South,Fam_13,Processing,No Fault,ISO9001,High,22.84,12.55,True,False,False
7692,,3.43631583878076,1.7265011073860688,West,Fam_11,Processing,No Fault,ISO9001,Low,18.69,6.83,False,False,True
7693,2.602015160424531,3.029311061307673,2.230034052362167,East,Fam_04,Assembly,No Fault,ISO9001,High,24.34,9.78,True,False,False
7694,3.8584433130001097,,2.1250456853423003,North,Fam_21,Assembly,No Fault,ISO9001,High,20.0,6.92,False,True,False
7695,1.8555231364540892,5.38237884850832,3.1920728027377594,East,Fam_03,Processing,No Fault,ISO9001,High,24.68,11.3,False,True,False
7696,6.223087594139503,4.5631298401760825,,East,Fam_37,Assembly,No Fault,ISO9001,Medium,22.76,3.83,False,True,False
7697,4.571179451632237,4.781019631667278,2.1811137604920448,South,Fam_18,Final,No Fault,ISO9001,High,27.58,6.01,False,False,True
7698,4.462408362821018,2.987082320951438,1.348844811789782,North,Fam_17,Assembly,,ISO9001,Low,26.13,5.31,False,False,True
7699,4.5183410205020005,3.3779339254818384,2.1199352561376505,East,Fam_06,Assembly,No Fault,ISO9001,High,22.82,9.32,True,False,False
7700,1.9619638138103312,7.382359218475211,3.315223242916235,South,Fam_06,Assembly,No Fault,ISO9001,Medium,29.24,6.87,False,True,False
7701,2.808944651489006,6.036100469004432,,South,Fam_03,Assembly,No Fault,ISO9001,High,22.97,10.96,False,True,False
7702,6.468714442788539,3.5959893788673503,2.052798398935444,East,Fam_05,Processing,No Fault,ISO9001,Medium,20.68,8.8,False,False,True
7703,3.8070916570219606,1.805954557482524,0.9106408229082016,West,Fam_02,Processing,No Fault,ISO9001,Low,20.85,7.25,False,False,True
7704,,4.038899595291437,1.5528366827199722,South,Fam_19,Processing,No Fault,ISO9001,Medium,22.37,3.5,False,False,True
7705,4.299492137039215,6.823187226422026,3.09189216941314,South,Fam_04,Init,No Fault,ISO9001,High,23.94,7.42,False,True,False
7706,2.6995125808014224,2.8723566036764336,1.6971788590051382,West,Fam_28,Assembly,Low,ISO9001,Medium,24.31,6.82,False,False,True
7707,9.554584581841931,4.366397790830194,1.7699911435122049,North,Fam_21,Processing,No Fault,ISO9001,High,26.04,5.56,True,False,False
7708,2.7677222243667488,3.831630769722655,1.150543989045803,North,Fam_12,Processing,No Fault,ISO9001,Medium,25.26,3.05,True,False,False
7709,3.33488366323965,2.820694023824536,1.4804302701848762,North,Fam_38,Processing,No Fault,ISO9001,,21.11,7.5,True,False,False
7710,2.083140773117117,3.351017753986429,2.31183898908029,West,Fam_26,Processing,Low,ISO9001,,18.78,10.27,True,False,False
7711,3.3256793648769105,2.71231324708114,1.771968814865092,South,Fam_34,Assembly,No Fault,ISO9001,Medium,23.06,9.99,True,False,False
7712,1.7892335413721725,5.954270980432779,2.799896855938221,East,Fam_29,Assembly,No Fault,ISO9001,High,23.96,7.82,True,False,False
7713,2.8026494810221028,4.501367724390194,2.74840388976462,East,Fam_12,Assembly,No Fault,ISO9001,Medium,19.67,10.64,True,False,False
7714,5.111633445050982,5.684378088661071,3.305076813635794,East,Fam_36,Processing,No Fault,ISO9001,Low,33.17,12.32,True,False,False
7715,0.6874387608639259,3.275492156750413,3.0283561718853265,North,Fam_18,Final,No Fault,ISO9001,High,20.76,15.34,True,False,False
7716,2.533462386561199,3.1554347624352417,1.5186236190851097,East,Fam_06,Processing,No Fault,ISO9001,,21.61,6.94,True,False,False
7717,2.54166801410468,2.1481484654767207,1.4918669629687664,North,Fam_31,Assembly,No Fault,ISO9001,Medium,21.19,8.01,False,False,True
7718,2.0178311521233203,4.413918544062661,3.1302780212591266,West,Fam_23,Processing,No Fault,ISO9001,High,23.86,11.64,True,False,False
7719,6.701605626818705,5.644883512458684,2.024506512356147,West,Fam_29,Processing,No Fault,ISO9001,High,21.77,2.46,False,True,False
7720,2.58173986602592,4.878798488579347,,South,Fam_01,Final,No Fault,ISO9001,Medium,29.28,7.29,False,False,True
7721,5.758541745387754,1.7828118575301288,1.2735607809218887,North,Fam_36,Processing,No Fault,ISO9001,Medium,24.33,6.84,True,False,False
7722,7.124365995002709,5.718607617604215,3.5513444627150994,East,Fam_16,Final,Low,ISO9001,High,20.85,11.04,True,False,False
7723,0.3954174026735526,3.7509480380843168,2.342171668313369,West,Fam_01,Processing,Low,ISO9001,Low,14.63,10.07,True,False,False
7724,1.7442868900152515,8.300386222445626,3.361063797957456,East,Fam_02,Assembly,No Fault,ISO9001,High,25.97,7.02,False,True,False
7725,,5.404477557317232,2.244196972267196,West,Fam_03,Assembly,,ISO9001,Medium,25.84,7.11,False,True,False
7726,6.002214696162184,3.489708160253196,2.793529918214074,West,Fam_14,Processing,,ISO9001,,21.78,12.34,True,False,False
7727,7.560121417546282,3.117470429429916,2.2889491975633987,East,Fam_04,Init,No Fault,ISO9001,Medium,,,False,False,True
7728,2.397804273517986,2.995664588636028,1.3364527141587423,West,Fam_40,Init,No Fault,ISO9001,Medium,23.12,5.32,True,False,False
7729,2.049876151963445,2.324740879814392,1.701584983127513,South,Fam_09,Assembly,No Fault,ISO9001,Low,21.75,8.08,True,False,False
7730,1.4587361556468312,5.051614359914645,3.319311006154525,West,Fam_01,Init,No Fault,ISO9001,High,26.14,14.24,False,True,False
7731,6.252478941640002,6.085720408416574,2.207653136271148,East,Fam_15,Processing,No Fault,ISO9001,High,22.57,3.46,True,False,False
7732,3.3126673439253,5.228768172013805,2.917700373973781,West,Fam_01,Assembly,No Fault,ISO9001,High,23.28,9.46,True,False,False
7733,2.6264511422932046,3.925061287311402,2.401332048075908,North,Fam_09,Init,No Fault,ISO9001,Low,16.88,9.24,False,False,True
7734,1.3726539331552623,7.587610401701971,4.466714703751023,East,Fam_04,Processing,No Fault,ISO9001,High,28.47,11.98,False,False,True
7735,3.0068744641144844,,2.410657340163061,East,Fam_19,Processing,Low,ISO9001,Low,16.46,10.81,True,False,False
7736,5.092361760481488,2.375083857452734,1.6670132932489197,North,Fam_05,Init,No Fault,ISO9001,Low,22.0,8.88,True,False,False
7737,3.775979698037517,3.0829843882660537,2.055499348932464,West,Fam_07,Init,No Fault,ISO9001,Medium,22.01,10.5,True,False,False
7738,2.0897266999348645,,1.4702266739762326,East,Fam_15,Init,No Fault,ISO9001,Medium,23.63,7.92,True,False,False
7739,2.9611559058979,6.673411327919437,2.570725204480561,South,Fam_11,Assembly,,ISO9001,Medium,29.91,5.28,False,True,False
7740,2.366429328238246,3.894571735214843,1.623900772241515,North,Fam_28,Assembly,No Fault,ISO9001,Low,19.79,3.32,True,False,False
7741,5.501807467630025,4.444241623882513,2.480547448444614,East,Fam_02,Processing,No Fault,ISO9001,Low,30.22,8.28,False,False,True
7742,6.138044342649782,2.3930467911721856,1.7435460927366235,West,Fam_01,Processing,No Fault,ISO9001,Medium,23.92,8.62,True,False,False
7743,4.3692125003987465,6.03290717980018,3.006254378763469,East,Fam_29,Processing,Low,ISO9001,High,22.8,7.89,False,True,False
7744,0.973407334157159,1.887918537406097,1.9021499570409728,North,Fam_09,Processing,,ISO9001,Low,15.62,11.8,True,False,False
7745,2.4868570165945774,3.7777648327630073,2.4343912438931143,South,Fam_06,Assembly,Medium,ISO9001,Low,28.41,9.8,True,False,False
7746,1.3392052689144696,4.170650320334403,2.138128642808808,East,Fam_09,Assembly,No Fault,ISO9001,Low,28.71,7.09,True,False,False
7747,3.5953791678862244,3.2660911918123268,1.8479749253090585,West,Fam_14,Final,No Fault,ISO9001,Medium,22.02,8.67,False,False,True
7748,6.052224894954528,8.54559684595847,3.723343994881304,South,Fam_31,Processing,,ISO9001,High,18.65,6.72,False,True,False
7749,8.759646978467181,7.119915212360556,3.375325092580215,West,Fam_01,Final,No Fault,ISO9001,High,25.7,9.07,False,True,False
7750,3.556274938358112,4.571034061114655,2.346461744408628,South,Fam_02,Final,No Fault,ISO9001,Medium,28.21,7.85,True,False,False
7751,3.7081002266159246,3.0036325096701826,1.5012600839108492,West,Fam_11,Init,No Fault,ISO9001,Medium,26.02,6.26,False,False,True
7752,2.972622246706692,,1.578928569567258,East,Fam_05,Assembly,,ISO9001,Low,20.74,6.65,False,False,True
7753,1.8007071674707178,4.939131584538446,3.133561792366016,South,Fam_09,Processing,No Fault,ISO9001,High,22.09,12.8,False,True,False
7754,4.267341426031645,5.282923035955413,1.9915301292638847,East,Fam_01,Processing,Low,ISO9001,High,23.95,4.71,False,True,False
7755,5.043958510367999,4.801883282932196,1.9289212223453336,East,Fam_06,Assembly,No Fault,ISO9001,High,22.92,6.31,True,False,False
7756,3.086636807652381,3.615760281893961,2.2299375684936744,North,Fam_04,Assembly,No Fault,ISO9001,Medium,18.99,10.34,True,False,False
7757,11.21384520443318,2.986748004889075,1.1549780435326216,South,Fam_06,Final,No Fault,ISO9001,Medium,22.83,5.0,False,False,True
7758,4.114040191544562,2.171190393448643,1.2282628528046533,North,Fam_03,Final,,ISO9001,Low,17.1,5.69,False,False,True
7759,1.8400540086781223,3.8581703094013378,2.6803271498608305,East,Fam_30,Assembly,,ISO9001,Medium,20.52,11.57,True,False,False
7760,3.4768114323749577,3.6514435105646577,1.8043229584282243,East,Fam_26,Assembly,No Fault,ISO9001,Low,21.32,6.52,False,False,True
7761,3.719699678012336,5.226393904345217,2.838840130781524,North,Fam_22,Init,No Fault,ISO9001,,19.09,10.22,True,False,False
7762,5.596171443210452,3.7825321981399433,2.000887547242097,West,Fam_39,Init,No Fault,ISO9001,Low,29.52,8.36,True,False,False
7763,3.4049343388552704,,1.5549345248900217,East,Fam_04,Final,No Fault,ISO9001,Medium,19.15,5.69,False,False,True
7764,2.7615238693063127,2.284735759422031,,North,Fam_27,Assembly,No Fault,ISO9001,Medium,28.2,5.95,False,False,True
7765,3.3817643255150216,4.578454211195257,2.299551836431431,South,Fam_21,Processing,No Fault,ISO9001,Medium,27.62,7.81,True,False,False
7766,5.540309309915621,4.661808864873602,2.308390987142493,North,Fam_04,Assembly,No Fault,ISO9001,High,27.5,8.89,False,False,True
7767,0.8413472154476209,3.2432170358126027,3.579927069722848,South,Fam_05,Final,No Fault,ISO9001,Low,31.3,18.43,True,False,False
7768,8.715903887660597,8.709811237321274,3.94833874359265,North,Fam_22,Final,,ISO9001,,22.59,7.65,False,True,False
7769,7.788595547904533,3.320842498244798,1.3701005588058308,North,Fam_02,Assembly,No Fault,ISO9001,Low,14.39,6.96,True,False,False
7770,3.3499915883512736,1.9513750148751143,0.470463731074917,North,Fam_36,Processing,No Fault,ISO9001,Low,13.93,3.08,False,False,True
7771,3.6848051412682863,6.005525765876804,3.324529481557725,West,Fam_09,Assembly,No Fault,ISO9001,High,22.99,10.57,False,True,False
7772,5.122472887083148,4.363063731627803,,South,Fam_08,Processing,No Fault,ISO9001,High,25.52,5.95,False,True,False
7773,0.5152606280276054,3.4378745369555763,2.0608890149699928,West,Fam_19,Assembly,Low,ISO9001,Low,17.68,10.17,False,False,True
7774,2.585826666278116,3.4352671997607818,1.6866034047395226,North,Fam_02,Assembly,,ISO9001,Low,18.61,7.37,False,True,False
7775,1.7202132322333763,3.866868461302121,2.134098066538716,South,Fam_02,Processing,,ISO9001,Medium,22.3,8.32,True,False,False
7776,3.462537705634081,4.989739592691468,1.6108093730509183,East,Fam_01,Init,No Fault,ISO9001,Medium,,,True,False,False
7777,3.779987940843892,2.1420821373938783,1.4758035621654717,North,Fam_13,Processing,No Fault,ISO9001,Low,26.61,8.84,False,False,True
7778,3.123589198415969,2.8128805201116904,2.013816630310433,West,Fam_13,Processing,No Fault,ISO9001,Medium,25.27,10.05,True,False,False
7779,0.8055929000721561,7.3019419829453,3.526406368292137,North,Fam_08,Processing,No Fault,ISO9001,High,22.09,8.35,False,True,False
7780,4.444861667379687,2.2824929276200394,0.7523332321772922,South,Fam_10,Processing,No Fault,ISO9001,Medium,23.37,4.5,True,False,False
7781,6.391673265662732,,1.747359844134842,East,Fam_18,Processing,No Fault,ISO9001,Low,29.54,7.7,True,False,False
7782,1.0720721551534351,4.368457912071579,2.0415985024268783,North,Fam_33,Processing,No Fault,ISO9001,Low,27.53,6.87,True,False,False
7783,4.96765279085602,5.519082999378561,2.2822103020778504,East,Fam_26,Assembly,,ISO9001,Low,30.29,6.42,False,True,False
7784,2.8881525198355638,7.255677337000739,3.272937834618132,West,Fam_01,Assembly,Medium,ISO9001,Medium,19.01,7.39,False,True,False
7785,1.940850528320198,,1.5667976270010484,North,Fam_10,Processing,,ISO9001,Low,27.96,5.49,False,False,True
7786,8.414707837456277,6.311504549373625,3.99475988855434,South,Fam_34,Assembly,No Fault,ISO9001,High,21.88,13.52,True,False,False
7787,0.1334234711668626,2.783921323934217,1.5743342439155072,South,Fam_07,Init,No Fault,ISO9001,Low,18.97,7.22,False,False,True
7788,7.889447359495033,3.7729574126778687,2.6020278401898747,North,Fam_25,Assembly,,ISO9001,High,,,False,False,True
7789,5.181450355213513,3.973309369456971,,South,Fam_15,Init,No Fault,ISO9001,Medium,27.36,4.3,True,False,False
7790,5.732791300779543,3.378059778021293,1.4632230644420487,East,Fam_15,Processing,Low,ISO9001,High,24.64,5.04,True,False,False
7791,1.8013642433671129,4.629914433312585,2.120041816430965,East,Fam_15,Init,No Fault,ISO9001,Low,29.5,4.93,True,False,False
7792,6.214631619196629,2.0464892958552494,0.8470723999805652,South,Fam_12,Processing,No Fault,ISO9001,Medium,24.27,4.78,False,False,True
7793,4.275173382541036,1.5032074749617306,,North,Fam_17,Assembly,No Fault,ISO9001,Low,24.62,6.69,False,False,True
7794,9.14657218642948,7.091086004924028,3.2979699706195524,South,Fam_01,Assembly,No Fault,ISO9001,High,29.78,8.24,True,False,False
7795,0.889199599287888,2.5077869647120323,2.1032064362492333,West,Fam_15,Final,No Fault,ISO9001,Medium,24.11,11.75,False,False,True
7796,7.987191318864858,4.905191879857462,,South,Fam_25,Assembly,No Fault,ISO9001,High,26.09,10.92,False,True,False
7797,4.99916275889229,4.399133797548731,2.161658160970184,North,Fam_25,Processing,No Fault,ISO9001,Low,30.02,6.15,True,False,False
7798,3.291965927389649,2.514483085000565,,North,Fam_01,Assembly,No Fault,ISO9001,Medium,,,False,False,True
7799,1.6079248804540174,2.617120224956846,1.4810759940368934,East,Fam_03,Processing,No Fault,ISO9001,Low,19.68,7.17,True,False,False
7800,5.357077730710593,,2.3862902014339467,East,Fam_19,Processing,No Fault,ISO9001,High,26.49,10.84,True,False,False
7801,3.5619078894173484,3.4912350589632983,2.253285403692,West,Fam_04,Init,No Fault,ISO9001,Medium,21.92,9.47,False,False,True
7802,1.9928582073480987,2.4551354660186067,2.1195645880774854,East,Fam_18,Assembly,No Fault,ISO9001,Medium,28.02,12.26,True,False,False
7803,6.110185215761673,3.172541006415096,1.867149250321192,South,Fam_04,Processing,No Fault,ISO9001,High,22.1,8.87,True,False,False
7804,4.866342778382597,3.6675661430052338,1.4348822540455974,West,Fam_10,Assembly,No Fault,ISO9001,Low,21.47,4.81,True,False,False
7805,4.948842431768828,6.389563069795618,2.354745118710505,South,Fam_01,Assembly,Low,ISO9001,High,24.57,3.71,False,False,True
7806,9.342885112466613,1.2719673443670216,1.3033317854847373,West,Fam_32,Assembly,No Fault,ISO9001,Low,20.15,10.32,False,False,True
7807,1.3484402970472442,1.9417264195550663,0.2058897391837822,North,Fam_04,Init,No Fault,ISO9001,Low,24.68,1.69,False,False,True
7808,5.098656893891981,8.538731304055771,4.206730572241696,East,Fam_38,Assembly,No Fault,ISO9001,High,,,True,False,False
7809,3.3122541446614844,5.754139988429984,2.8290978813131358,West,Fam_03,Init,No Fault,ISO9001,,23.93,8.77,False,True,False
7810,1.0201419932526232,6.136360707583382,2.646466111484813,South,Fam_25,Processing,No Fault,ISO9001,Medium,23.69,6.5,True,False,False
7811,6.062655447578783,5.760600174730786,2.715601413004861,North,Fam_01,Init,No Fault,ISO9001,High,22.67,7.39,True,False,False
7812,6.575718573199888,,2.5842851133701443,South,Fam_36,Assembly,No Fault,ISO9001,High,21.45,14.18,False,False,True
7813,5.8869609310724265,2.5869737025335486,2.189892621112792,West,Fam_22,Processing,No Fault,ISO9001,High,22.73,11.75,True,False,False
7814,2.644238717702505,3.3349387934608243,1.5781446635069531,South,Fam_12,Processing,Low,ISO9001,Low,,,True,False,False
7815,5.735454181642211,5.325797740161717,2.767783086135067,East,Fam_04,Init,No Fault,ISO9001,High,23.59,9.0,False,False,True
7816,3.5404853405230075,4.067225349782917,2.120132653185846,North,Fam_03,Assembly,No Fault,ISO9001,Medium,21.96,7.62,True,False,False
7817,5.782952794193275,4.030012983416441,,South,Fam_20,Assembly,Medium,ISO9001,Medium,25.02,6.66,False,False,True
7818,4.875646477571868,,1.8161752616308824,West,Fam_31,Assembly,No Fault,ISO9001,Low,18.66,6.94,False,True,False
7819,0.8473180733223042,1.2990137136663078,,North,Fam_05,Processing,No Fault,ISO9001,Low,20.89,3.61,False,False,True
7820,3.3533750579491226,2.791661138102845,2.349682281634653,North,Fam_37,Processing,No Fault,ISO9001,High,24.5,12.42,True,False,False
7821,0.9929471997436572,3.60590187385993,2.266255348637775,East,Fam_26,Processing,No Fault,ISO9001,Medium,22.32,8.75,False,False,True
7822,4.70501037511616,3.9011768830250175,2.584855335774015,North,Fam_09,Assembly,No Fault,ISO9001,Medium,20.11,10.46,True,False,False
7823,4.931192253742993,1.830083617299631,2.4350185563269497,South,Fam_19,Processing,No Fault,ISO9001,High,22.83,14.98,False,False,True
7824,1.677332361514043,3.6417798911305455,2.211556800658086,North,Fam_11,Processing,No Fault,ISO9001,Low,21.56,11.06,True,False,False
7825,3.888429666626428,4.859820389773865,2.786405920882891,West,Fam_17,Assembly,No Fault,ISO9001,High,26.29,9.31,True,False,False
7826,5.548450144502299,2.260771133852113,1.3370609783274603,East,Fam_01,Assembly,No Fault,ISO9001,Low,18.33,6.78,False,False,True
7827,1.81751807445927,4.250104608733984,3.218082655598575,North,Fam_05,Final,No Fault,ISO9001,High,20.49,13.5,True,False,False
7828,1.6442032828501791,2.214408272899695,1.6717723392060295,South,Fam_15,Processing,No Fault,ISO9001,Medium,26.1,10.47,False,False,True
7829,2.028377671761959,2.5296028583129058,1.747746350935509,West,Fam_28,Init,No Fault,ISO9001,Medium,23.5,7.35,False,False,True
7830,6.437381100918033,5.792294245357005,2.982545495683736,South,Fam_09,Assembly,Low,ISO9001,High,22.86,7.99,True,False,False
7831,4.221483723637752,4.176162181809551,3.3483644964528425,West,Fam_34,Processing,No Fault,ISO9001,High,19.21,13.61,False,False,True
7832,2.631779987688787,,1.2209839048352338,North,Fam_10,Processing,Low,ISO9001,Low,20.14,6.92,False,False,True
7833,2.893497343152201,,3.168052344325326,West,Fam_36,Processing,No Fault,ISO9001,Medium,28.41,7.39,True,False,False
7834,3.167402018639163,7.002046308335782,3.2461590992499807,East,Fam_03,Assembly,,ISO9001,Medium,19.33,6.51,True,False,False
7835,3.978356457269565,8.53661069016044,4.605585956394766,South,Fam_06,Assembly,No Fault,ISO9001,High,24.18,13.73,False,True,False
7836,1.705456919774048,2.43011717453221,1.6465242326921392,West,Fam_04,Processing,No Fault,ISO9001,Medium,22.61,8.4,False,False,True
7837,3.891888973736093,4.438390242751871,1.738378363023252,East,Fam_09,Processing,No Fault,ISO9001,,22.96,4.53,True,False,False
7838,1.571190620239058,3.5474126562010837,1.6927602871157734,East,Fam_29,Processing,No Fault,ISO9001,High,26.72,5.7,True,False,False
7839,6.137487869693369,4.563884874839808,2.2887400383459697,East,Fam_15,Processing,No Fault,ISO9001,High,22.28,7.03,True,False,False
7840,1.8449792309813668,3.0907925207256723,1.978965257909364,North,Fam_26,Assembly,No Fault,ISO9001,Medium,23.36,9.2,True,False,False
7841,1.7107139465842396,3.4643883118623604,2.020173351955565,East,Fam_01,Assembly,No Fault,ISO9001,Medium,27.26,8.47,False,False,True
7842,2.384883470578035,,0.8608977327219451,East,Fam_14,Assembly,No Fault,ISO9001,Low,30.36,5.2,False,False,True
7843,2.0872371945698607,3.4954688355232943,1.714571549428211,West,Fam_01,Processing,,ISO9001,Medium,20.64,7.35,False,False,True
7844,4.539448414851856,4.7899444953564325,3.531759116495945,West,Fam_18,Final,No Fault,ISO9001,High,21.23,14.63,True,False,False
7845,3.64967052207502,3.347096943433902,1.8619921728994933,North,Fam_36,Final,No Fault,ISO9001,High,24.0,7.3,True,False,False
7846,8.340290564905683,1.7323833105378843,0.6493963866522294,East,Fam_18,Init,No Fault,ISO9001,Low,30.26,4.75,True,False,False
7847,5.020048027851527,7.202171890796456,3.9587834377616495,West,Fam_34,Processing,No Fault,ISO9001,High,30.12,11.02,False,True,False
7848,2.8905515294572544,3.2394260372414654,2.4642938702361934,North,Fam_26,Processing,Low,ISO9001,Medium,22.73,11.71,False,False,True
7849,8.635903450165221,1.8111945532700044,1.0156008949944653,East,Fam_01,Processing,No Fault,ISO9001,Medium,20.04,7.13,True,False,False
7850,3.989233108437252,3.7268931487280095,2.290695859461637,South,Fam_08,Processing,Low,ISO9001,Medium,24.22,10.62,True,False,False
7851,2.4946839785123744,5.023738854982856,3.067828244656457,North,Fam_32,Final,No Fault,ISO9001,Low,19.8,11.97,False,True,False
7852,4.727934354195569,6.994430857336863,3.604825541338256,North,Fam_10,Init,,ISO9001,High,25.64,9.12,False,False,True
7853,4.286559986429229,3.4634188808819766,2.32208119272042,East,Fam_40,Assembly,No Fault,ISO9001,High,27.85,11.0,True,False,False
7854,,3.4321140006435247,1.7821131374498855,North,Fam_07,Init,No Fault,ISO9001,Medium,27.58,7.67,True,False,False
7855,5.099376866796713,2.898449776469777,1.5505474507128074,North,Fam_12,Init,No Fault,ISO9001,High,23.81,6.85,False,False,True
7856,4.44723238310094,3.3108581786854026,2.395473045075698,South,Fam_23,Assembly,No Fault,ISO9001,High,26.42,10.26,True,False,False
7857,2.962892159068015,4.5772587021481606,2.8478241543557106,West,Fam_25,Processing,No Fault,ISO9001,High,24.74,12.03,True,False,False
7858,1.8220831080020277,,1.604659728209799,East,Fam_13,Assembly,No Fault,ISO9001,Low,20.12,6.13,True,False,False
7859,4.031331137304703,2.3727290979413977,0.9010128407527952,North,Fam_03,Assembly,No Fault,ISO9001,Low,27.93,3.1,False,False,True
7860,3.6086030459876697,2.0894890220985096,,North,Fam_01,Init,No Fault,ISO9001,,18.55,15.87,False,False,True
7861,,3.5753804564151235,2.053499057348161,North,Fam_11,Processing,No Fault,ISO9001,,20.0,10.03,True,False,False
7862,4.769377503177668,4.443545384496895,2.120739069094278,North,Fam_06,Init,,ISO9001,Low,15.98,4.87,True,False,False
7863,6.423937481793724,3.7510345788266912,2.4054089699181964,South,Fam_27,Assembly,No Fault,ISO9001,High,21.7,10.8,False,True,False
7864,3.6403119160496975,3.579751366680474,1.502858918183148,North,Fam_39,Assembly,No Fault,ISO9001,Medium,19.96,4.85,True,False,False
7865,4.300749028639824,4.2191576656856125,2.3818885741364206,West,Fam_01,Final,No Fault,ISO9001,High,,,True,False,False
7866,5.116337937461129,3.149719136372413,1.4450661608521735,North,Fam_08,Init,Low,ISO9001,Low,29.51,5.8,False,False,True
7867,4.387302132132881,,1.9908328853065704,West,Fam_22,Final,No Fault,ISO9001,High,25.21,8.35,True,False,False
7868,2.579748082835034,,1.9522667161556293,North,Fam_08,Init,No Fault,ISO9001,Medium,24.76,7.41,True,False,False
7869,2.86664937923397,4.562333669476058,,East,Fam_17,Assembly,Low,ISO9001,Medium,20.49,7.57,True,False,False
7870,2.2593519581877324,,4.520372756669701,South,Fam_38,Assembly,No Fault,ISO9001,High,24.01,17.25,True,False,False
7871,,3.166641529006324,1.62192017179446,South,Fam_20,Init,No Fault,ISO9001,Low,32.24,7.58,True,False,False
7872,5.283345590775972,2.362013637418114,1.9912800403710536,South,Fam_35,Processing,Low,ISO9001,Medium,,,False,False,True
7873,6.699971522413911,6.690856309585426,2.5371204579880517,North,Fam_12,Assembly,No Fault,ISO9001,High,19.48,3.25,True,False,False
7874,4.493676610583927,4.2303763582953735,,South,Fam_01,Init,Low,ISO9001,Medium,22.5,6.48,False,False,True
7875,7.447022011904522,3.025834875530547,2.1724324652630305,West,Fam_11,Assembly,Low,ISO9001,High,21.36,10.87,False,False,True
7876,2.287693682823172,6.914733982553388,3.1075070185674813,East,Fam_27,Final,No Fault,ISO9001,,26.49,7.27,False,True,False
7877,6.905776883897982,3.2251354610016474,2.3395713532739264,South,Fam_39,Assembly,No Fault,ISO9001,Medium,20.27,9.95,True,False,False
7878,4.079460833182737,,1.8565077974562956,West,Fam_03,Init,No Fault,ISO9001,Low,15.63,8.1,False,False,True
7879,1.8210929005296967,3.660706688112285,2.118426957794937,South,Fam_02,Init,No Fault,ISO9001,Low,29.04,8.85,False,False,True
7880,8.434904893217022,2.6607156153029523,1.3773810167836469,East,Fam_35,Processing,No Fault,ISO9001,High,25.04,6.47,False,False,True
7881,5.238246980663,3.2930425354914474,1.4749112932888968,East,Fam_06,Final,No Fault,ISO9001,Medium,21.97,5.72,False,False,True
7882,6.725608247986953,4.278628479745497,2.0691152894744445,West,Fam_01,Processing,No Fault,ISO9001,High,25.42,4.71,True,False,False
7883,3.1164072710455604,3.186612207652922,1.6831661777589375,South,Fam_07,Init,,ISO9001,Low,30.84,7.11,True,False,False
7884,0.9411583194691624,4.875041849221586,2.542184024061193,West,Fam_07,Final,No Fault,ISO9001,Medium,25.2,7.38,True,False,False
7885,4.942021273082971,4.277263696120008,2.02148592428063,East,Fam_03,Assembly,No Fault,ISO9001,Low,27.79,7.65,True,False,False
7886,5.730580582409167,1.753768366629761,1.894345571187591,West,Fam_07,Processing,,ISO9001,Medium,19.81,10.7,False,False,True
7887,3.123523998702229,3.413349200305986,2.462710791867812,East,Fam_03,Init,Low,ISO9001,High,27.08,10.63,True,False,False
7888,,2.772470294331594,2.3485163227868004,East,Fam_33,Processing,,ISO9001,Low,28.73,11.96,False,False,True
7889,2.716199380609005,5.037308230222161,2.421708096402494,South,Fam_05,Init,,ISO9001,Medium,22.37,7.55,True,False,False
7890,2.828375220043183,4.4028400138110095,2.666147488256052,North,Fam_01,Processing,No Fault,ISO9001,Medium,19.79,9.9,True,False,False
7891,,6.681174663508896,3.624223081385776,South,Fam_09,Init,No Fault,ISO9001,High,26.12,10.63,True,False,False
