,sensor_packet,runtime_hours,lubrication_index,machine_health_index,operation_mode,plant_section,product_family,production_stage,fault_severity,certification_level,output_quality
8801,T:23.81 V:7.35 H:49.1,2.6844862075973297,4.289245671449645,2.2063584169417654,semi_auto,West,Fam_40,Processing,No Fault,ISO9001,High
8802,T:24.76 V:9.14 H:36.9,3.2923400516372685,3.5635714480205363,2.302766840606353,auto,West,Fam_31,Processing,No Fault,ISO9001,High
8803,T:22.52 V:5.78 H:38.4,8.276893372120064,1.8014822567452489,1.0610543762416569,auto,West,Fam_19,Processing,No Fault,ISO9001,Medium
8804,T:27.24 V:6.44 H:50.2,0.2393746798170959,3.352652348608884,1.7341626681226758,auto,North,Fam_14,Init,No Fault,ISO9001,Low
8805,T:18.18 V:10.05 H:59.4,0.8905312822301332,4.02093722730968,2.540549010283427,manual,North,Fam_23,Final,No Fault,ISO9001,Low
8806,T:23.81 V:6.71 H:53.8,4.114954456620563,10.909303295511032,4.481089407457523,manual,North,Fam_07,Assembly,No Fault,ISO9001,High
8807,T:23.79 V:12.12 H:45.5,3.496380816611411,3.133737525804654,2.3078339213965644,semi_auto,East,Fam_02,Assembly,No Fault,ISO9001,Medium
8808,T:29.86 V:3.52 H:45.3,3.147643500438008,3.555367884460141,1.1823214210943287,semi_auto,North,Fam_07,Init,No Fault,ISO9001,Low
8809,T:26.21 V:11.62 H:47.6,1.4814226264331445,6.644087049828993,3.699429483020766,auto,South,Fam_04,Init,No Fault,ISO9001,High
8810,T:30.75 V:9.04 H:67.7,0.5821547735167675,1.770032862860997,1.452123407011472,auto,South,Fam_06,Processing,No Fault,ISO9001,Low
8811,T:30.72 V:10.29 H:47.6,,2.603767364567624,1.8515930567923369,auto,South,Fam_01,Assembly,No Fault,ISO9001,Low
8812,T:28.04 V:6.86 H:55.5,0.4474053626632823,7.8547195466146205,,manual,East,Fam_15,Processing,No Fault,ISO9001,High
8813,T:30.78 V:10.92 H:44.7,4.639482258192426,4.0103134426456775,2.433162492973679,semi_auto,East,Fam_04,Assembly,No Fault,ISO9001,Low
8814,T:19.46 V:15.53 H:46.8,2.16909338419017,2.8106582004243204,2.604049873898876,auto,South,Fam_14,Assembly,,ISO9001,Medium
8815,T:31.48 V:10.48 H:44.8,3.193337002153091,10.943215399340076,5.144862161119193,manual,East,Fam_15,Assembly,No Fault,ISO9001,High
8816,T:27.83 V:4.85 H:68.6,3.459100536977308,,1.5787986614324845,semi_auto,South,Fam_02,Assembly,No Fault,ISO9001,Medium
8817,T:29.90 V:8.32 H:50.9,7.965839279389169,4.567371228021874,2.3210534440316413,auto,East,Fam_29,Processing,Low,ISO9001,Medium
8818,T:26.03 V:8.28 H:34.7,3.736328547995961,5.636510824012815,2.74045753132076,auto,South,Fam_19,Processing,No Fault,ISO9001,High
8819,T:26.39 V:6.97 H:38.4,2.575280759632713,2.4926685820936267,1.4121694481176614,semi_auto,South,Fam_06,Assembly,No Fault,ISO9001,Low
8820,T:19.80 V:4.08 H:54.5,10.220139309122072,3.062178225554996,1.187454016668804,auto,South,Fam_10,Processing,No Fault,ISO9001,Medium
8821,T:18.27 V:10.84 H:58.5,4.296322624271939,2.927578777114124,2.0396794921860257,auto,North,Fam_02,Init,No Fault,ISO9001,Low
8822,T:21.54 V:3.02 H:57.2,0.8162003909481299,2.054293125833466,0.6247884280787104,semi_auto,West,Fam_09,Processing,No Fault,ISO9001,Low
8823,T:20.77 V:7.88 H:59.6,4.779963997303274,7.017921627369844,,auto,South,Fam_35,Processing,Low,ISO9001,High
8824,,4.920423064189554,4.386748998958064,2.3949378083937027,semi_auto,North,Fam_16,Processing,No Fault,ISO9001,Low
8825,T:20.83 V:8.35 H:53.9,4.337786005709346,4.233137045999575,2.210434512073939,auto,East,Fam_15,Assembly,No Fault,ISO9001,Medium
8826,T:25.95 V:6.96 H:45.6,4.436021426696655,,1.2134672845848524,semi_auto,West,Fam_20,Assembly,,ISO9001,Medium
8827,T:28.91 V:8.06 H:44.0,9.062412594809562,5.801336375646087,3.0672491044628982,auto,West,Fam_04,Processing,No Fault,ISO9001,High
8828,T:27.69 V:9.79 H:45.6,3.335254070412349,4.01807827865799,,semi_auto,West,Fam_03,Assembly,No Fault,ISO9001,Medium
8829,T:30.77 V:11.43 H:17.2,2.5515206870660574,,,auto,South,Fam_14,Assembly,No Fault,ISO9001,Low
8830,T:18.08 V:6.67 H:56.4,6.00446614140731,5.677165008805759,2.653569405728252,auto,North,Fam_03,Processing,No Fault,ISO9001,High
8831,,5.675096578603199,4.347166477051644,1.6658513763920857,auto,East,Fam_14,Final,No Fault,ISO9001,High
8832,T:31.66 V:7.67 H:41.1,6.867860894086639,2.328668847798197,,auto,East,Fam_33,Processing,,ISO9001,Low
8833,T:23.64 V:7.04 H:51.5,,3.573988087033494,1.430178818251172,semi_auto,North,Fam_21,Assembly,,ISO9001,Medium
8834,T:19.75 V:7.85 H:38.1,1.532544439465005,4.068187699036359,2.0761673050476683,semi_auto,East,Fam_01,Assembly,Low,ISO9001,Low
8835,T:21.07 V:11.41 H:56.7,5.790523482633618,3.0528020855955997,2.3249842666553957,auto,West,Fam_09,Processing,Low,ISO9001,Medium
8836,T:27.97 V:7.06 H:51.8,9.424845224340991,5.226138424120801,2.4063131214859275,semi_auto,East,Fam_01,Init,No Fault,ISO9001,High
8837,T:21.05 V:9.32 H:45.9,5.534683464245044,2.822119640778099,1.782515839235956,semi_auto,North,Fam_36,Final,No Fault,ISO9001,Medium
8838,T:25.91 V:9.84 H:30.1,1.9536403242765503,1.6366717636706274,1.6797477043639553,semi_auto,West,Fam_33,Assembly,No Fault,ISO9001,Low
8839,T:22.68 V:8.57 H:53.6,2.93200093808921,4.215234330682075,2.473498697326036,manual,West,Fam_14,Processing,No Fault,ISO9001,High
8840,T:23.38 V:4.52 H:61.7,1.9312110396699151,3.5397379526533834,1.566163496112406,manual,West,Fam_05,Processing,No Fault,ISO9001,Low
8841,,3.414907037888192,3.634498577012104,2.3677320023228403,semi_auto,North,Fam_01,Processing,No Fault,ISO9001,High
8842,T:23.14 V:5.39 H:52.2,2.827977054686848,1.9493648505304035,1.1248665689482802,semi_auto,West,Fam_05,Assembly,No Fault,ISO9001,Low
8843,T:21.39 V:6.79 H:72.4,4.275561794930776,4.10486846989399,1.6261957755155356,auto,West,Fam_23,Processing,No Fault,ISO9001,High
8844,T:20.78 V:7.88 H:37.0,5.282366634089737,4.603274905901293,2.5792421657050317,auto,West,Fam_24,Processing,No Fault,ISO9001,High
8845,T:20.62 V:10.30 H:21.3,5.615311370377775,4.318834327140254,2.6797113335878366,auto,East,Fam_27,Assembly,No Fault,ISO9001,High
8846,T:18.63 V:9.64 H:47.1,4.596751530998719,3.7145557175451542,2.264268713308818,auto,East,Fam_30,Processing,No Fault,ISO9001,Low
8847,T:21.90 V:7.04 H:26.7,4.617895027362336,,1.7287657595563142,semi_auto,West,Fam_25,Final,No Fault,ISO9001,Medium
8848,T:24.66 V:4.80 H:34.7,4.114433029994973,2.116424649471139,1.1708359789133778,auto,North,Fam_01,Processing,No Fault,ISO9001,Medium
8849,T:27.09 V:5.07 H:67.1,3.0482686433081003,2.9163488979497285,1.4717920044282908,auto,West,Fam_05,Processing,No Fault,ISO9001,Low
8850,T:30.71 V:4.57 H:56.9,1.0965271162652896,2.4519617748657625,1.0384590133819906,auto,East,Fam_17,Processing,No Fault,ISO9001,Low
8851,T:30.70 V:12.12 H:61.0,1.933881299921033,,2.283041113320444,auto,South,Fam_27,Processing,Low,ISO9001,Low
8852,T:20.78 V:6.97 H:40.1,3.8669506109781535,4.149383725724367,1.73019207926971,auto,East,Fam_27,Assembly,No Fault,ISO9001,Medium
8853,T:20.87 V:10.30 H:41.4,3.977259711998975,4.067118706478626,2.2293656754632845,manual,East,Fam_23,Processing,No Fault,ISO9001,Medium
8854,T:20.06 V:11.77 H:40.7,4.696211635496873,1.4398483951344192,1.6266605891774335,semi_auto,East,Fam_08,Init,No Fault,ISO9001,Low
8855,T:27.32 V:10.85 H:69.4,3.210290938295546,4.717932312395805,2.7622436805652786,auto,East,Fam_01,Processing,Low,ISO9001,High
8856,T:20.56 V:10.11 H:52.2,5.668364590203778,5.231715121791019,,manual,North,Fam_04,Processing,No Fault,ISO9001,High
8857,T:25.48 V:12.78 H:62.8,5.064920306584121,3.292293077764393,2.4001813252519746,semi_auto,North,Fam_18,Processing,No Fault,ISO9001,High
8858,T:19.72 V:6.02 H:41.3,2.6800448605092564,3.547364767893175,1.7519087411230252,auto,East,Fam_11,Processing,No Fault,ISO9001,Low
8859,T:24.57 V:8.37 H:64.0,4.109135873138184,3.2377112993620027,1.8783408638723484,auto,North,Fam_11,Processing,No Fault,ISO9001,Medium
8860,T:26.52 V:9.47 H:51.9,,3.048611836604262,2.0317358173273097,auto,South,Fam_38,Init,No Fault,ISO9001,Medium
8861,T:27.20 V:4.25 H:50.1,0.8359302309715472,5.62253045448501,2.079037084974712,auto,South,Fam_19,Init,No Fault,ISO9001,Medium
8862,,4.5661920744073,,4.000201475980679,manual,East,Fam_25,Assembly,No Fault,ISO9001,High
8863,T:28.53 V:9.75 H:43.5,2.8471764218444324,2.477018588899533,1.7706886134186406,semi_auto,South,Fam_37,Processing,No Fault,ISO9001,Low
8864,T:21.91 V:9.82 H:56.5,3.6473856971767593,3.591696767290032,2.3839752026776058,semi_auto,North,Fam_01,Processing,No Fault,ISO9001,High
8865,T:20.47 V:8.57 H:53.5,,4.680107950559963,2.2747648820588893,auto,East,Fam_06,Assembly,No Fault,ISO9001,
8866,T:18.75 V:7.03 H:38.6,3.21271573675459,2.1678453812018703,,auto,North,Fam_04,Assembly,No Fault,ISO9001,Low
8867,T:23.88 V:8.45 H:48.4,4.590274400689334,5.852252284554962,2.9728135613694917,manual,East,Fam_40,Processing,,ISO9001,High
8868,T:24.00 V:9.29 H:50.3,3.623169778612069,5.279006200403108,2.943587255184268,auto,South,Fam_02,Assembly,No Fault,ISO9001,High
8869,T:24.80 V:10.09 H:41.4,6.581156231851095,4.361105463850796,2.7053683417052152,auto,East,Fam_01,Assembly,No Fault,ISO9001,High
8870,T:23.06 V:4.71 H:42.5,5.455728045843252,3.707290145612782,1.4088735938828938,semi_auto,South,Fam_21,Final,No Fault,ISO9001,Medium
8871,T:22.33 V:1.24 H:52.6,1.2121076601331582,6.92965154477295,2.0604113445376018,semi_auto,South,Fam_13,Processing,No Fault,ISO9001,Medium
8872,T:23.47 V:4.31 H:58.2,,4.829496636554657,1.861362060633756,semi_auto,West,Fam_37,Processing,No Fault,ISO9001,Low
8873,T:22.15 V:8.89 H:32.0,4.909606556657131,5.98704221294507,3.0352551819542435,auto,South,Fam_11,Assembly,No Fault,ISO9001,High
8874,T:18.86 V:8.84 H:39.5,4.620914811507371,1.587242153087902,1.6006020017190727,auto,East,Fam_23,Processing,Low,ISO9001,Low
8875,T:27.27 V:1.90 H:42.1,2.900367923720363,4.620578761857942,1.5768702011811686,auto,South,Fam_36,Init,No Fault,ISO9001,Medium
8876,T:16.61 V:11.37 H:51.4,4.196630692940619,5.782181524183911,3.642415024215688,auto,North,Fam_04,Init,No Fault,ISO9001,Medium
8877,T:20.84 V:0.10 H:40.3,3.5251503607645063,5.052424178936164,1.5061082879330303,semi_auto,East,Fam_22,Assembly,Low,ISO9001,Low
8878,T:24.26 V:10.22 H:62.9,9.440903376737802,2.57267278695141,1.9923319873740892,auto,East,Fam_04,Final,No Fault,ISO9001,High
8879,T:20.40 V:9.63 H:48.8,4.531912940667823,3.55701673002784,2.2801020443348783,semi_auto,West,Fam_01,Assembly,No Fault,ISO9001,Medium
8880,T:28.00 V:4.02 H:59.9,1.5498021969105673,4.902439331921274,1.9073652585037069,auto,South,Fam_08,Assembly,No Fault,ISO9001,Low
8881,T:18.94 V:7.14 H:33.8,4.989363056656092,2.0309802886765893,,semi_auto,West,Fam_02,Final,No Fault,ISO9001,Low
8882,T:25.61 V:7.08 H:50.1,3.5051652832248426,2.9387095445506355,1.5828086697769492,auto,West,Fam_03,Init,,ISO9001,Medium
8883,T:19.41 V:9.98 H:43.6,2.482377489242015,,2.631799191400888,auto,North,Fam_24,Assembly,Medium,ISO9001,Low
8884,T:30.29 V:7.24 H:42.8,,4.551062711276542,2.175645811325269,auto,East,Fam_06,Processing,No Fault,ISO9001,Low
8885,T:29.67 V:5.28 H:49.4,3.8385168407243775,4.1559952131769,1.6856741568255362,auto,North,Fam_06,Assembly,No Fault,ISO9001,Low
8886,T:19.90 V:10.14 H:46.8,3.609078597198688,3.5065983391875264,2.15338711488876,semi_auto,North,Fam_01,Processing,No Fault,ISO9001,Medium
8887,T:16.54 V:6.75 H:42.2,1.5225549548000985,2.1899011273720133,1.3460099422349372,auto,North,Fam_16,Final,No Fault,ISO9001,Low
8888,T:21.09 V:9.45 H:53.8,1.919646668357968,4.487597204593602,2.1593265647532696,manual,North,Fam_34,Processing,Low,ISO9001,
8889,T:25.63 V:10.94 H:41.1,3.5021112093051805,3.4349656309499825,2.4564458473388444,semi_auto,East,Fam_09,Assembly,No Fault,ISO9001,Medium
8890,T:30.30 V:9.04 H:54.1,5.951122240823663,4.042471897956996,2.3703240809095942,auto,South,Fam_24,Assembly,No Fault,ISO9001,Low
8891,T:17.87 V:9.82 H:46.0,1.3378720590735635,6.275957267976567,3.421044100324126,manual,North,Fam_03,Assembly,Medium,ISO9001,Low
8892,T:20.07 V:6.45 H:46.7,6.805108337830132,6.381903684231728,2.869127493678376,manual,East,Fam_09,Assembly,Low,ISO9001,High
8893,T:20.82 V:11.77 H:59.5,4.468007401222991,2.817373086149394,1.934188747783756,auto,East,Fam_32,Assembly,,ISO9001,Medium
8894,T:27.13 V:9.12 H:57.4,2.401746877206254,4.903695939199955,2.7902765059995085,auto,North,Fam_39,Final,No Fault,ISO9001,High
8895,T:24.01 V:11.23 H:41.3,,9.005404671258942,4.589391145801569,manual,South,Fam_20,Processing,No Fault,ISO9001,High
8896,T:30.55 V:9.76 H:46.1,2.6052255080427558,,2.015206577270618,manual,North,Fam_17,Final,No Fault,ISO9001,Low
8897,T:21.23 V:7.88 H:73.8,4.777656104427557,3.190996659283855,,auto,South,Fam_03,Processing,No Fault,ISO9001,Medium
8898,T:31.00 V:9.52 H:58.1,0.921821326213618,2.653702888788164,1.6553816740469616,auto,South,Fam_06,Processing,No Fault,ISO9001,Low
8899,T:28.50 V:11.14 H:48.9,4.093650183977077,3.140885637972413,2.202683768222533,semi_auto,West,Fam_04,Assembly,No Fault,ISO9001,Medium
8900,T:27.35 V:11.10 H:69.1,4.954311851659553,2.6479903569017527,2.0475160942391906,auto,East,Fam_18,Processing,No Fault,ISO9001,Medium
8901,T:25.05 V:9.55 H:72.1,2.252419413029037,9.771817060176293,4.772829102520962,auto,South,Fam_02,Final,No Fault,ISO9001,High
8902,T:17.17 V:8.91 H:63.7,8.606940163863753,2.537697652235742,1.664612149665753,semi_auto,East,Fam_34,Assembly,No Fault,ISO9001,Low
8903,T:23.13 V:13.96 H:42.5,7.824153377207384,3.902164146279095,2.807436244259336,semi_auto,South,Fam_10,Assembly,No Fault,ISO9001,High
8904,T:19.22 V:10.21 H:58.2,2.5721861052066464,5.065496904580889,2.8534221551833205,auto,West,Fam_03,Assembly,Low,ISO9001,Medium
8905,T:27.80 V:9.30 H:56.5,2.670460113704164,3.824732830282013,2.353403241884865,auto,South,Fam_29,Final,,ISO9001,High
8906,T:20.93 V:5.69 H:38.3,2.4387394508690177,3.178303544612506,1.2784696973480645,semi_auto,East,Fam_02,Assembly,No Fault,ISO9001,Low
8907,T:19.37 V:10.95 H:56.0,5.905117275914344,2.285582694411873,2.1579607983229594,semi_auto,East,Fam_34,Assembly,No Fault,ISO9001,Medium
8908,T:26.19 V:6.39 H:40.8,5.907195148690238,,1.339076505662432,semi_auto,East,Fam_30,Processing,No Fault,ISO9001,Medium
8909,T:26.72 V:7.44 H:46.8,2.668271650995905,3.0086069003936355,1.8006161859564838,auto,North,Fam_02,Init,No Fault,ISO9001,Medium
8910,T:22.27 V:10.59 H:40.9,6.566636334885928,1.630325696397936,1.588086746386015,auto,South,Fam_30,Assembly,Low,ISO9001,Medium
8911,T:21.53 V:8.72 H:57.4,3.607361545362961,4.532051408676867,2.401436992264737,auto,West,Fam_03,Final,No Fault,ISO9001,High
8912,T:25.89 V:4.32 H:64.0,4.004949015991255,4.333728025937428,1.9984814074819588,auto,East,Fam_28,Assembly,No Fault,ISO9001,Medium
8913,T:23.78 V:8.54 H:47.0,0.9519811195134312,3.5220564742470386,2.4063850738084973,auto,West,Fam_25,Processing,No Fault,ISO9001,High
8914,T:29.32 V:7.17 H:49.4,3.780819271630717,6.165867567503807,2.620821244898744,manual,North,Fam_05,Processing,No Fault,ISO9001,Medium
8915,T:16.64 V:9.14 H:48.5,,4.276218478933115,2.453187332999184,semi_auto,West,Fam_11,Processing,Low,ISO9001,Low
8916,T:24.44 V:6.66 H:57.5,4.624436749405091,1.8125042971484808,0.9602716200353968,semi_auto,North,Fam_16,Processing,No Fault,ISO9001,Medium
8917,T:23.65 V:4.69 H:42.0,4.583501044625577,4.746483337727039,2.019295138898376,auto,North,Fam_01,Final,No Fault,ISO9001,High
8918,T:26.76 V:8.12 H:69.4,1.95523348792068,2.8001248410956303,1.6645832426486504,semi_auto,East,Fam_13,Processing,No Fault,ISO9001,Low
8919,,1.291562436225408,2.9810604563706606,,manual,South,Fam_05,Assembly,No Fault,ISO9001,Low
8920,T:27.49 V:9.56 H:50.6,4.929245310796802,4.0669492480239136,2.3800875758735742,semi_auto,East,Fam_05,Final,No Fault,ISO9001,Medium
8921,T:23.36 V:6.40 H:47.5,3.3969302963061274,6.4597482478463135,2.6092831325585597,auto,South,Fam_22,Assembly,No Fault,ISO9001,High
8922,T:22.84 V:9.68 H:67.6,4.5816867329476905,,2.7291204114547885,auto,East,Fam_18,Final,No Fault,ISO9001,High
8923,T:28.06 V:10.67 H:56.6,2.689541191351774,2.529436875416919,,auto,North,Fam_16,Processing,Low,ISO9001,Medium
8924,T:19.73 V:2.37 H:26.7,2.2680257115497207,3.240645324400686,0.8955172849216159,semi_auto,South,Fam_36,Processing,No Fault,ISO9001,Low
8925,T:22.86 V:6.46 H:63.2,5.03665027977322,3.2779982271524504,1.7234310220535152,semi_auto,North,Fam_18,Processing,No Fault,ISO9001,High
8926,T:24.08 V:5.14 H:64.5,4.81173126893502,8.153567586178383,3.2620877850640886,auto,East,Fam_14,Final,No Fault,ISO9001,High
8927,T:22.81 V:7.27 H:41.3,3.121103333298453,,1.8498550988758693,auto,North,Fam_12,Assembly,No Fault,ISO9001,High
8928,T:19.01 V:5.15 H:50.5,1.8733246841935571,2.405378136527782,1.0461286478831564,semi_auto,South,Fam_39,Processing,No Fault,ISO9001,Low
8929,T:24.03 V:7.96 H:49.2,5.713940651946065,2.8499325948236165,1.5581785566009292,semi_auto,West,Fam_05,Processing,No Fault,ISO9001,Medium
8930,T:20.69 V:9.76 H:58.2,2.839771852493429,4.48297130745765,2.690180158682203,auto,East,Fam_29,Final,No Fault,ISO9001,High
8931,T:29.44 V:6.96 H:47.8,2.950730459214568,5.778834406484196,2.8311190720090207,manual,North,Fam_22,Processing,No Fault,ISO9001,Medium
8932,T:23.25 V:8.60 H:37.4,2.1697879601477275,3.474675926896312,1.9095754292652336,auto,South,Fam_16,Processing,No Fault,ISO9001,Medium
8933,T:19.11 V:11.93 H:55.6,7.31488907867127,,3.3696645688685747,auto,West,Fam_14,Assembly,Low,ISO9001,High
8934,T:21.31 V:7.65 H:26.7,3.813691937594661,2.990153433127901,1.9289949984993344,semi_auto,South,Fam_18,Processing,,ISO9001,High
8935,T:19.55 V:8.43 H:62.3,2.85343745657308,4.159821574697084,2.47168189229876,manual,East,Fam_08,Final,No Fault,ISO9001,Medium
8936,T:21.63 V:9.01 H:53.9,1.806048405384528,2.686511559919897,1.688131018509735,semi_auto,West,Fam_03,Final,No Fault,ISO9001,Low
8937,T:29.94 V:9.47 H:56.9,3.440881988381218,4.686133498494091,2.839895656660134,semi_auto,South,Fam_01,Init,No Fault,ISO9001,Medium
8938,T:18.79 V:8.57 H:48.8,5.853848645004431,4.629100740979241,2.3271187211850304,auto,West,Fam_07,Processing,No Fault,ISO9001,Medium
8939,T:31.47 V:7.83 H:55.2,3.0739743743959784,8.004365213792163,3.617900677629797,auto,East,Fam_12,Processing,No Fault,ISO9001,High
8940,T:16.66 V:9.12 H:42.4,2.5178075561065203,3.3511910821787403,2.079731730966055,semi_auto,East,Fam_02,Init,No Fault,ISO9001,Low
8941,T:30.73 V:8.89 H:53.7,7.834009969285508,3.426612870200542,2.169438698723786,auto,East,Fam_40,Assembly,Low,ISO9001,Medium
8942,T:28.64 V:7.05 H:59.1,1.6621702878760534,5.018793405257846,2.49442866225742,manual,North,Fam_01,Final,No Fault,ISO9001,Medium
8943,T:17.06 V:7.88 H:41.6,3.911589090638412,2.6270069234742905,1.546941159839565,auto,North,Fam_40,Processing,,ISO9001,Low
8944,T:21.39 V:1.33 H:50.8,3.86120378222456,5.816161617534458,2.0846066119380584,auto,North,Fam_29,Assembly,No Fault,ISO9001,High
8945,T:27.32 V:12.45 H:49.3,7.131426395659689,2.670557542624723,2.246945771412527,auto,East,Fam_22,Assembly,Low,ISO9001,Medium
8946,T:25.68 V:6.81 H:48.8,5.134396397845811,5.767598384390356,2.3702026263090743,auto,North,Fam_24,Processing,No Fault,ISO9001,High
8947,T:23.56 V:9.98 H:36.2,0.6353028403023127,4.715153088641475,,auto,West,Fam_18,Final,,ISO9001,High
8948,T:20.80 V:8.76 H:47.0,8.3061560564927,1.673795946619996,1.3189221424830366,auto,North,Fam_29,Processing,No Fault,ISO9001,High
8949,T:20.68 V:7.97 H:54.7,2.1092676302546667,2.7949491729095155,1.6305302541886348,semi_auto,East,Fam_03,Processing,No Fault,ISO9001,Low
8950,T:18.52 V:9.65 H:62.3,2.741934972124521,2.982833221835664,2.075287491940079,auto,East,Fam_34,Processing,No Fault,ISO9001,Low
8951,T:24.83 V:7.86 H:41.9,3.3231575470583503,5.313825399874019,2.7398977418518533,semi_auto,South,Fam_06,Assembly,No Fault,ISO9001,High
8952,T:19.22 V:6.08 H:74.8,2.9461499351871083,3.364876015998164,1.6160773768140486,semi_auto,East,Fam_16,Assembly,No Fault,ISO9001,Low
8953,T:25.21 V:10.85 H:45.8,,2.311105228418717,1.6934096569417247,semi_auto,East,Fam_27,Final,No Fault,ISO9001,Medium
8954,T:20.28 V:5.94 H:54.6,2.7591953969037686,1.4536718432043425,0.798454120417743,semi_auto,West,Fam_06,Processing,No Fault,ISO9001,Low
8955,T:23.10 V:6.48 H:37.3,5.964673325499193,3.5113617281952045,1.649908938570398,auto,West,Fam_39,Init,No Fault,ISO9001,Medium
8956,T:23.45 V:2.35 H:34.9,6.98847673345918,2.499367874054506,0.5175594165132427,auto,South,Fam_05,Final,No Fault,ISO9001,Low
8957,T:20.19 V:7.73 H:34.4,0.6606008813474007,3.7840127278049063,2.267383576133379,semi_auto,East,Fam_01,Assembly,Low,ISO9001,Medium
8958,T:24.29 V:4.46 H:62.0,1.6253229286662685,2.6736697993991965,0.959154349952336,semi_auto,East,Fam_10,Init,No Fault,ISO9001,Low
8959,T:23.88 V:9.30 H:56.9,1.7954064596771395,2.3385336347808843,1.723715168612088,semi_auto,East,Fam_18,Processing,No Fault,ISO9001,Medium
8960,T:17.39 V:8.23 H:55.9,4.30477170839796,6.2485282185473325,,semi_auto,North,Fam_25,Assembly,Low,ISO9001,Medium
8961,T:23.18 V:5.52 H:45.8,5.626090895609153,3.0591874474670817,1.4228344118652658,semi_auto,East,Fam_25,Processing,No Fault,ISO9001,Medium
8962,T:20.82 V:13.23 H:42.2,5.0754277399869725,2.4323331395337697,2.4014977488781937,auto,East,Fam_22,Final,No Fault,ISO9001,Medium
8963,T:26.43 V:7.32 H:45.5,4.484641359870322,2.418869549938657,1.4227523571107552,semi_auto,North,Fam_11,Final,No Fault,ISO9001,Medium
8964,T:23.45 V:7.70 H:35.5,3.301757816383815,,1.662611035363824,semi_auto,North,Fam_37,Processing,No Fault,ISO9001,Medium
8965,T:20.95 V:9.97 H:53.9,4.609897183104195,3.6789382982056944,2.565828789277116,semi_auto,North,Fam_18,Assembly,No Fault,ISO9001,High
8966,T:29.69 V:9.52 H:54.4,,2.29695376341394,1.9098966319333777,auto,West,Fam_39,Processing,No Fault,ISO9001,Low
8967,T:26.53 V:5.34 H:36.5,1.6268085216332124,9.429112222222942,3.941791086665776,manual,South,Fam_04,Assembly,Medium,ISO9001,High
8968,T:16.58 V:7.65 H:53.1,3.3555564906001054,7.620489153320766,3.408803090769801,auto,North,Fam_10,Processing,No Fault,ISO9001,Low
8969,T:19.62 V:5.85 H:27.6,2.631936135083698,5.697926788510877,2.456591927677894,semi_auto,North,Fam_09,Init,No Fault,ISO9001,Medium
8970,T:24.27 V:5.54 H:60.9,2.483560512903833,3.469684665313052,1.315869855649249,auto,South,Fam_02,Assembly,No Fault,ISO9001,Low
8971,T:16.60 V:12.23 H:47.9,7.406972854318649,6.031227191302173,3.682426685079085,auto,South,Fam_10,Processing,Low,ISO9001,Medium
8972,T:28.68 V:13.23 H:31.8,2.233652342256147,2.656097905604501,2.5340950387335037,semi_auto,East,Fam_01,Processing,No Fault,ISO9001,Medium
8973,T:25.43 V:1.45 H:46.7,3.976762138645861,4.348732007700576,1.0547447809107573,auto,West,Fam_26,Assembly,No Fault,ISO9001,Low
8974,,2.136923048676312,,1.9091867927456327,semi_auto,West,Fam_28,Init,No Fault,ISO9001,Medium
8975,T:24.85 V:3.85 H:51.2,1.5460799463801669,9.154730055607653,,auto,East,Fam_12,Init,No Fault,ISO9001,High
8976,T:21.52 V:8.51 H:59.0,1.875795422237018,3.046189567715647,1.8305044531833004,auto,East,Fam_36,Assembly,No Fault,ISO9001,Medium
8977,T:19.27 V:5.42 H:58.5,3.696794915478916,4.427253076805044,1.919022177430814,semi_auto,West,Fam_13,Assembly,No Fault,ISO9001,Low
8978,T:12.36 V:12.44 H:45.0,7.45409557429722,2.621139876588919,2.08562344295004,semi_auto,North,Fam_33,Processing,No Fault,ISO9001,Low
8979,T:19.55 V:12.49 H:46.8,6.383679195280823,2.354948457631484,2.250420984131959,manual,East,Fam_30,Processing,No Fault,ISO9001,Medium
8980,T:25.41 V:2.98 H:46.9,6.806850069373998,4.752919620846581,1.817279804078464,auto,East,Fam_05,Processing,No Fault,ISO9001,High
8981,,2.2868850306613826,6.778310269073085,3.298018721969721,auto,East,Fam_21,Processing,,ISO9001,High
8982,T:22.21 V:6.99 H:52.1,1.9780048251669424,5.377739897432102,2.552803929000009,auto,East,Fam_26,Init,No Fault,ISO9001,Medium
8983,T:21.49 V:11.48 H:25.6,1.860265507623228,3.8588388470813255,2.5370469334535906,auto,East,Fam_20,Processing,No Fault,ISO9001,High
8984,T:17.99 V:4.82 H:45.2,5.652071840048507,2.3686191040004148,,auto,North,Fam_02,Final,No Fault,ISO9001,Low
8985,T:26.97 V:8.63 H:49.9,2.1423065560304524,2.9387134690572934,1.7534159957995104,auto,South,Fam_19,Processing,No Fault,ISO9001,Medium
8986,T:23.01 V:11.13 H:51.1,4.10126586473744,2.3624707207843536,1.80841950751504,auto,North,Fam_01,Processing,No Fault,ISO9001,
8987,T:31.66 V:7.23 H:55.1,3.568600369150173,5.849439430325849,2.7070539728089464,semi_auto,South,Fam_02,Processing,No Fault,ISO9001,Low
8988,T:18.02 V:11.63 H:66.3,2.10657462606993,2.241647489264797,2.106999412205266,auto,North,Fam_24,Processing,,ISO9001,Low
8989,T:28.74 V:13.61 H:54.7,3.788565262407946,6.15880059790965,3.847276348530869,auto,North,Fam_37,Init,No Fault,ISO9001,High
