device_info,sensor_packet,runtime_hours,lubrication_index,machine_health_index,operation_mode,plant_section,product_family,production_stage,fault_severity,certification_level,output_quality
LINE-3814,T:28.65 V:7.61 H:52.6,1.714499359691119,5.590185893707699,2.6265742124995257,manual,South,Fam_04,Init,No Fault,ISO9001,High
BOT-1739,T:32.01 V:6.78 H:41.8,,2.426953069689187,1.341972724296974,semi_auto,South,Fam_31,Assembly,No Fault,ISO9001,Low
MCH-8155,T:26.27 V:8.26 H:54.9,5.220016708364424,4.889077530518321,2.5037368449702004,semi_auto,East,Fam_22,Assembly,No Fault,ISO9001,High
LINE-5890,T:18.46 V:4.89 H:54.6,2.9702838597236756,1.919614059170692,0.6811027810828517,semi_auto,West,Fam_05,Processing,No Fault,ISO9001,Low
LINE-3576,T:22.62 V:7.20 H:61.7,2.8309401066167466,6.610860105741486,2.875733570172673,auto,North,Fam_09,Processing,No Fault,ISO9001,High
MCH-8482,T:21.66 V:11.04 H:51.9,5.073268842217638,1.816839389422825,1.8611033785129472,semi_auto,North,Fam_04,Processing,No Fault,ISO9001,Medium
LINE-1280,T:21.77 V:4.07 H:43.4,1.2448401741040092,3.9827027317678465,1.534732420216308,auto,East,Fam_24,Assembly,No Fault,ISO9001,Low
LINE-3096,T:21.88 V:4.22 H:58.3,0.8468932524867652,2.3598958281206066,,semi_auto,South,Fam_07,Final,No Fault,ISO9001,Low
MCH-6615,T:26.56 V:5.61 H:52.2,1.4490397192919695,3.021307077853507,1.3119092970937831,auto,West,Fam_10,Final,Low,ISO9001,Low
LINE-8806,T:19.87 V:4.33 H:49.1,3.4945545066468613,,3.6332816553412255,auto,South,Fam_40,Final,,ISO9001,High
BOT-9927,T:17.28 V:8.93 H:54.8,8.262052665708932,4.899521880580115,2.690084330006876,manual,West,Fam_01,Assembly,No Fault,ISO9001,Medium
MCH-1017,T:21.41 V:6.38 H:44.0,3.1232118160853224,3.539570476526868,1.6080807154517995,auto,North,Fam_20,Assembly,No Fault,ISO9001,Medium
BOT-7530,T:24.00 V:7.22 H:57.0,3.8195801517854253,,,auto,South,Fam_18,Assembly,No Fault,ISO9001,High
MCH-5985,T:27.40 V:6.73 H:55.1,2.4746746996306443,5.417722736463809,2.330792961110482,manual,East,Fam_13,Assembly,Low,ISO9001,Low
MCH-5046,T:23.90 V:8.63 H:55.4,3.125163674629317,2.3987447197914995,1.5327122797680284,auto,West,Fam_20,Processing,No Fault,ISO9001,Medium
MCH-6264,T:22.68 V:7.63 H:40.3,2.3469021666835963,2.586864495532099,1.2515519780819309,semi_auto,West,Fam_01,Init,No Fault,ISO9001,Medium
BOT-8741,T:18.25 V:4.14 H:60.6,3.6465738035654387,4.093510901694245,1.4354335075299356,auto,North,Fam_22,Processing,No Fault,ISO9001,Low
BOT-1054,T:19.88 V:7.96 H:40.9,8.287717678068526,4.756735599881906,2.2614614000892646,auto,South,Fam_01,Processing,No Fault,ISO9001,
LINE-8773,T:18.11 V:8.04 H:38.0,1.3551838690735598,3.2874115036260205,,semi_auto,North,Fam_29,Assembly,No Fault,ISO9001,Low
BOT-6203,T:22.77 V:14.29 H:60.9,4.537296729933035,4.599263418085379,3.3806738105071084,auto,West,Fam_02,Processing,No Fault,ISO9001,High
BOT-5564,T:25.34 V:6.05 H:39.5,4.335257494518446,2.6326504315994113,1.3700055848322577,auto,East,Fam_01,Processing,No Fault,ISO9001,Medium
LINE-6572,T:21.75 V:11.30 H:54.9,7.926411555158829,3.375455175879996,2.5016184802573727,auto,South,Fam_02,Final,No Fault,ISO9001,High
LINE-4274,T:25.83 V:8.44 H:53.6,6.040464679138934,3.248680834568243,1.845980528056574,semi_auto,South,Fam_06,Assembly,Low,ISO9001,Medium
MCH-1101,T:21.73 V:2.79 H:42.1,2.2095923221999656,7.147247111832868,2.6247668048747093,auto,East,Fam_11,Init,No Fault,ISO9001,High
MCH-2752,T:14.37 V:9.83 H:43.3,,3.680650854380095,2.4196458713067543,semi_auto,North,Fam_07,Init,No Fault,ISO9001,Low
BOT-8795,T:28.53 V:10.92 H:43.6,4.83653136847924,7.295270343483889,3.82557870755049,manual,South,Fam_32,Init,No Fault,ISO9001,High
LINE-7562,T:26.18 V:9.46 H:41.7,2.8646047783244173,6.354916765618649,3.3259732434726477,auto,East,Fam_08,Assembly,No Fault,ISO9001,High
BOT-1115,T:19.38 V:7.64 H:41.7,1.3054223062547026,2.9890704014646143,1.6910009549601988,auto,East,Fam_30,Assembly,No Fault,ISO9001,Low
LINE-2461,T:26.47 V:9.40 H:22.8,4.118776255194716,4.301979541842434,,auto,North,Fam_04,Processing,No Fault,ISO9001,High
MCH-8610,T:20.77 V:6.55 H:43.7,3.850287537250869,3.5228986292238527,1.887236221778941,auto,East,Fam_23,Processing,No Fault,ISO9001,Medium
LINE-3331,T:21.57 V:8.10 H:45.6,4.978935139991836,4.008754294241231,2.0089364082519037,auto,East,Fam_22,Init,No Fault,ISO9001,Medium
MCH-8747,T:22.66 V:8.90 H:45.9,2.8240394261147217,6.020865788121465,2.912407875353915,auto,South,Fam_19,Processing,No Fault,ISO9001,High
MCH-6555,T:21.71 V:6.32 H:57.0,2.9377375835433153,4.122253053936805,1.8609956930265892,auto,West,Fam_16,Processing,,ISO9001,Medium
MCH-7292,,3.1723182366609284,4.153860236123836,3.026598471807553,auto,East,Fam_10,Init,No Fault,ISO9001,Low
BOT-6580,T:20.44 V:7.15 H:60.6,3.6215126019539223,2.043193796590922,1.3779456227985178,auto,West,Fam_28,Assembly,No Fault,ISO9001,Low
LINE-5251,T:21.43 V:12.28 H:41.9,,3.4206257067293264,2.5502762063764868,manual,East,Fam_09,Final,No Fault,ISO9001,High
BOT-9933,T:29.94 V:6.09 H:44.3,4.957738771483039,4.0961169459635505,1.91186718549513,semi_auto,South,Fam_28,Processing,No Fault,ISO9001,Low
LINE-9859,T:23.55 V:9.73 H:69.3,3.098397390143786,5.915375181335453,3.083693668587715,manual,North,Fam_25,Assembly,Low,ISO9001,Medium
LINE-1887,T:18.41 V:2.41 H:33.5,4.450313972687057,4.978599967413478,1.609350995743809,auto,East,Fam_11,Processing,No Fault,ISO9001,Low
LINE-4845,T:27.08 V:7.97 H:50.7,3.289667035926734,3.0165138459760827,1.7460150273635828,semi_auto,East,Fam_02,Assembly,No Fault,ISO9001,Medium
LINE-6675,T:28.35 V:5.58 H:50.4,2.922768282938435,2.6114399995380535,1.1324197859677494,auto,South,Fam_25,Processing,No Fault,ISO9001,Low
LINE-2298,T:25.02 V:12.18 H:45.1,3.992558505585671,2.7085697026734907,2.4040919192138115,semi_auto,South,Fam_14,Processing,No Fault,ISO9001,High
BOT-6707,T:23.26 V:8.31 H:58.8,3.9190070023101176,2.937126029977198,1.7345908637898424,manual,East,Fam_29,Processing,No Fault,ISO9001,Medium
MCH-1067,T:29.85 V:12.12 H:58.2,5.7404233788440715,4.969727645739223,2.939988763386054,auto,West,Fam_04,Processing,No Fault,ISO9001,Medium
LINE-5429,T:21.10 V:5.03 H:40.7,1.2218308022318267,5.702716967061038,2.366218494340227,manual,North,Fam_03,Processing,No Fault,ISO9001,Low
MCH-4485,T:21.53 V:3.58 H:33.7,5.215979522352132,1.558937175346252,0.3428153419597849,semi_auto,East,Fam_28,Processing,No Fault,ISO9001,Low
LINE-6336,T:19.87 V:8.45 H:46.9,2.879294651766248,5.043078790953569,2.6419304096986935,manual,West,Fam_03,Final,Low,ISO9001,Low
BOT-3651,T:29.79 V:6.88 H:49.9,5.182610096855286,3.5005322960926293,1.8815156429932933,auto,North,Fam_10,Assembly,No Fault,ISO9001,Low
MCH-6948,T:25.90 V:4.77 H:41.4,1.487309713675988,4.6174497387844955,2.1650367177196643,auto,East,Fam_01,Assembly,,ISO9001,Medium
LINE-6052,T:18.99 V:10.45 H:37.1,1.148514494178634,,1.7837275714047405,auto,West,Fam_13,Processing,No Fault,ISO9001,Low
LINE-9590,T:22.98 V:2.31 H:29.0,3.030974433633683,,1.8569469035809447,auto,West,Fam_16,Processing,No Fault,ISO9001,Medium
LINE-7797,T:27.14 V:3.78 H:46.5,3.4477096348639162,3.1189098758611493,1.1233010262480463,semi_auto,East,Fam_15,Init,No Fault,ISO9001,Low
MCH-4627,T:20.34 V:5.41 H:52.6,7.658166323846402,2.3890527212444668,1.0909294812433579,semi_auto,North,Fam_34,Processing,No Fault,ISO9001,Medium
LINE-6552,T:22.17 V:8.01 H:48.3,4.943502628957764,3.151725437776597,1.6803622248048034,auto,East,Fam_29,Processing,No Fault,ISO9001,High
BOT-3864,T:20.98 V:6.40 H:33.5,2.3076553537667417,2.361251034991504,1.2458775576733387,semi_auto,North,Fam_24,Processing,No Fault,ISO9001,Low
MCH-5418,T:19.14 V:10.49 H:52.9,3.335533679837151,5.864652339901224,3.157448986750791,manual,East,Fam_14,Final,No Fault,ISO9001,High
LINE-3277,T:19.19 V:12.08 H:53.4,8.298207290453263,4.078790213511582,2.6474279225955275,auto,North,Fam_25,Final,No Fault,ISO9001,High
BOT-6620,T:22.52 V:6.47 H:69.7,4.800566609272045,2.9050586942145586,1.4287880413934693,auto,North,Fam_15,Processing,Low,ISO9001,Medium
LINE-1650,T:24.86 V:11.05 H:44.0,7.309188524949862,4.362955404041697,2.527090279782441,auto,South,Fam_24,Assembly,No Fault,ISO9001,High
MCH-6271,T:25.48 V:12.26 H:65.1,5.664673602798626,5.705592387122839,3.3157025140261194,manual,North,Fam_37,Processing,Low,ISO9001,High
LINE-8047,T:20.12 V:9.95 H:46.5,,3.8862054658756366,2.4436360120278096,semi_auto,North,Fam_13,Final,,ISO9001,
LINE-5085,T:24.50 V:11.78 H:56.9,3.7743154850997076,4.886844911307865,3.0980102963568887,auto,East,Fam_15,Init,No Fault,ISO9001,High
LINE-3940,T:26.67 V:12.74 H:53.6,5.714482605004801,7.4223292213814585,4.125605761420417,manual,East,Fam_17,Final,No Fault,ISO9001,High
MCH-6017,T:28.64 V:7.90 H:46.9,4.866981805277372,,1.8503607430813536,auto,North,Fam_17,Assembly,No Fault,ISO9001,Low
LINE-5837,T:21.41 V:7.62 H:45.5,3.1145242052374424,6.415171441000037,3.1566799437533666,semi_auto,South,Fam_09,Final,,ISO9001,High
MCH-1690,T:28.60 V:8.63 H:51.6,5.841516357178031,4.057251491221042,2.1451038231315533,auto,West,Fam_09,Assembly,No Fault,ISO9001,Medium
BOT-6966,,6.840082312700524,7.386655061630738,3.465434028429545,manual,East,Fam_21,Assembly,No Fault,ISO9001,High
LINE-3607,T:23.99 V:7.65 H:42.2,7.239032775298597,4.026486408092751,2.1642018370085587,auto,South,Fam_38,Processing,,ISO9001,High
LINE-3962,T:18.95 V:5.10 H:31.1,2.183065609775873,2.755101008712973,0.9979545627906216,auto,South,Fam_01,Assembly,No Fault,ISO9001,Low
LINE-7379,T:27.19 V:7.90 H:46.1,1.240630173069764,,3.0534072087154067,auto,South,Fam_24,Processing,No Fault,ISO9001,High
LINE-6140,,,3.453388490888308,2.3864346681585893,auto,North,Fam_13,Processing,No Fault,ISO9001,Low
LINE-6510,T:24.71 V:3.22 H:58.8,4.977995981558738,3.149207698539847,0.8466089440413207,semi_auto,North,Fam_29,Processing,No Fault,ISO9001,Medium
MCH-5258,T:26.88 V:6.31 H:45.4,3.3343164943787977,2.421283688534929,1.1744030495292244,auto,West,Fam_06,Init,No Fault,ISO9001,
MCH-9101,T:20.79 V:8.68 H:27.6,3.6891463740758317,,,semi_auto,North,Fam_35,Init,Low,ISO9001,Medium
MCH-2950,T:17.38 V:8.17 H:60.8,3.799343395973078,3.9508473604472862,1.9634992500935364,manual,West,Fam_17,Assembly,No Fault,ISO9001,Low
LINE-8267,,2.635006485509958,3.4576475324316633,1.6615812179864378,semi_auto,East,Fam_13,Processing,No Fault,ISO9001,Medium
MCH-3237,T:23.54 V:10.54 H:39.9,1.22675360449403,3.297996631755108,2.1647215305465464,auto,North,Fam_12,Assembly,Low,ISO9001,Medium
LINE-8333,T:26.34 V:16.65 H:61.2,2.516548640163281,7.558619117040223,4.868175779318035,auto,East,Fam_09,Processing,No Fault,ISO9001,High
LINE-8525,T:19.04 V:6.20 H:33.0,1.9113505840199454,5.297909146898552,2.401511413749785,manual,West,Fam_38,Init,,ISO9001,Low
LINE-1090,T:17.93 V:5.27 H:35.5,3.62301777827779,,1.4012590283472526,auto,North,Fam_13,Processing,Low,ISO9001,Low
MCH-5944,T:23.48 V:8.54 H:49.5,4.252150194953162,5.117812263606886,2.4809733030214227,manual,North,Fam_01,Assembly,No Fault,ISO9001,High
MCH-5500,T:28.63 V:10.11 H:45.5,5.814326012059011,3.035364857846782,2.1175397600371317,semi_auto,East,Fam_14,Assembly,No Fault,ISO9001,Medium
LINE-4639,T:20.66 V:6.73 H:49.9,4.053283370899759,4.14877283458859,1.8467846983961684,semi_auto,North,Fam_30,Processing,No Fault,ISO9001,Low
LINE-3053,,3.6193320424019957,3.185841912515346,1.6435027658126353,auto,South,Fam_04,Assembly,Low,ISO9001,Low
BOT-1891,T:24.45 V:9.80 H:44.8,,8.850151101929535,4.590462086765788,manual,North,Fam_36,Processing,No Fault,ISO9001,
LINE-3042,T:19.51 V:8.80 H:43.2,1.940245615566255,3.2764268368123743,2.0414414916726025,auto,West,Fam_08,Assembly,No Fault,ISO9001,Low
LINE-1954,T:24.07 V:10.87 H:48.2,2.8042573850428036,5.226285587472141,2.797630469777848,auto,East,Fam_17,Assembly,Low,ISO9001,High
MCH-8567,T:17.67 V:9.39 H:55.2,1.773568195369698,2.34725239680658,1.8077432469423407,semi_auto,North,Fam_19,Final,No Fault,ISO9001,Low
BOT-4203,T:22.76 V:11.22 H:56.1,,3.078131323284032,2.012460131663016,auto,North,Fam_03,Init,No Fault,ISO9001,Medium
MCH-5183,T:24.89 V:4.11 H:39.1,5.380588969698973,2.0949785382476156,,semi_auto,East,Fam_40,Final,No Fault,ISO9001,High
MCH-6764,T:27.68 V:8.32 H:48.9,5.18771070234802,4.528180349948016,2.591424422173164,auto,East,Fam_17,Processing,No Fault,ISO9001,Medium
LINE-6481,T:24.07 V:4.76 H:50.1,1.7699531769818921,4.568629129491756,2.15191613266344,auto,North,Fam_15,Assembly,No Fault,ISO9001,Medium
MCH-2102,T:20.10 V:6.56 H:65.2,3.190247609990036,,1.2497017307032077,auto,West,Fam_02,Processing,,ISO9001,Low
MCH-9777,T:20.13 V:9.06 H:67.5,5.989160375675356,4.776184409390356,2.5173152809207693,auto,North,Fam_40,Init,No Fault,ISO9001,High
LINE-7111,T:24.16 V:8.50 H:69.8,5.7735410927091255,2.350742467206969,1.4011415747791052,semi_auto,South,Fam_31,Processing,Low,ISO9001,
MCH-6633,T:26.20 V:6.65 H:57.1,5.23666699551203,5.230260879129434,2.480296474240875,manual,North,Fam_19,Processing,No Fault,ISO9001,High
MCH-1330,T:20.27 V:6.47 H:56.5,0.5398572721161982,4.407307015882784,1.8953034203397006,auto,North,Fam_07,Assembly,No Fault,ISO9001,Low
LINE-8482,T:21.41 V:6.72 H:48.7,2.1362252750974555,2.932366837710558,1.5893282322636846,semi_auto,East,Fam_12,Assembly,Low,ISO9001,Medium
MCH-6313,T:23.57 V:4.20 H:33.8,0.7522830916049895,4.351438580267407,1.8131003810867643,manual,South,Fam_08,Init,,ISO9001,Medium
BOT-6721,T:20.98 V:10.93 H:45.4,1.8027516137084256,4.157464431075292,2.5012210703895628,auto,East,Fam_22,Final,No Fault,ISO9001,Medium
MCH-4206,T:24.26 V:7.84 H:47.4,6.062955377435841,5.483009865372847,2.3854137160027933,manual,East,Fam_25,Processing,No Fault,ISO9001,High
BOT-6706,T:18.97 V:4.36 H:32.6,11.493498537142282,3.586357903756414,1.4252015052325764,auto,East,Fam_13,Assembly,No Fault,ISO9001,Low
LINE-1357,T:24.76 V:2.31 H:59.2,2.1704517470524163,,1.5737636938681756,auto,North,Fam_40,Processing,Low,ISO9001,Medium
BOT-2996,T:26.73 V:6.39 H:24.0,2.6842534832065343,4.42190898974294,1.9803092170923795,auto,South,Fam_16,Processing,No Fault,ISO9001,Medium
BOT-8692,T:28.76 V:2.71 H:51.3,4.318101201195683,5.869432890354983,2.073123370482009,auto,South,Fam_13,Processing,No Fault,ISO9001,Low
MCH-6030,T:27.77 V:4.03 H:38.7,1.842015235845049,2.9087093045538,1.0576883708210152,auto,North,Fam_09,Processing,No Fault,ISO9001,Low
LINE-3953,T:20.14 V:6.78 H:47.8,4.342707388379988,2.9195610445657714,1.6957542694419767,semi_auto,North,Fam_07,Processing,,ISO9001,
LINE-7859,T:22.85 V:8.38 H:35.2,5.2213486341777315,4.652645710010476,2.488666046768033,auto,North,Fam_13,Assembly,Medium,ISO9001,
LINE-9596,T:24.00 V:9.35 H:57.3,1.7707142296833547,3.1541302181876425,1.7401048917369957,auto,East,Fam_16,Processing,No Fault,ISO9001,Medium
LINE-6566,T:25.81 V:14.90 H:43.4,4.621300883664672,4.32108614526197,3.3645658178119597,semi_auto,North,Fam_26,Assembly,No Fault,ISO9001,High
LINE-1200,T:19.13 V:8.18 H:64.7,4.911808861007496,,1.5576383875351116,semi_auto,East,Fam_06,Processing,No Fault,ISO9001,Low
BOT-7386,T:26.94 V:13.80 H:66.6,1.757565063215891,4.187753860645865,3.3331625371211633,semi_auto,West,Fam_35,Processing,No Fault,ISO9001,High
LINE-7979,T:21.70 V:6.72 H:46.0,6.03678686529612,16.831275835864936,7.170289776850121,manual,South,Fam_32,Assembly,No Fault,ISO9001,High
MCH-6348,T:25.95 V:4.94 H:34.7,2.746752370342091,3.2214551198471755,1.3510056757915994,auto,East,Fam_02,Processing,No Fault,ISO9001,
MCH-9881,T:23.45 V:13.13 H:50.5,7.612899147648051,2.2730826257123025,2.279422282632864,auto,South,Fam_13,Assembly,No Fault,ISO9001,Medium
MCH-6539,T:20.39 V:3.14 H:35.0,5.488146977522021,2.9419056440118845,1.1471425258227903,semi_auto,South,Fam_03,Processing,No Fault,ISO9001,Low
BOT-5170,T:21.47 V:6.47 H:60.2,5.735691474050602,3.800151921517698,1.5776799917185191,auto,East,Fam_24,Init,No Fault,ISO9001,Medium
LINE-4361,T:21.05 V:5.39 H:44.0,1.6998609653073815,3.6055808957082585,1.4979680274561633,semi_auto,North,Fam_01,Init,No Fault,ISO9001,Medium
LINE-6209,T:27.70 V:5.39 H:62.8,,3.816391059396257,1.5755633547471937,semi_auto,North,Fam_18,Processing,No Fault,ISO9001,Medium
LINE-1790,T:22.17 V:8.35 H:55.6,,2.570717191896361,,semi_auto,East,Fam_07,Assembly,Low,ISO9001,Low
MCH-6537,T:18.71 V:5.07 H:63.3,4.5566266058653,4.398044326844087,1.6844491320776682,auto,South,Fam_07,Assembly,No Fault,ISO9001,Low
MCH-5940,T:21.98 V:3.63 H:35.8,8.996480547942213,3.0083835000818024,,semi_auto,South,Fam_04,Final,No Fault,ISO9001,High
MCH-2926,T:20.62 V:7.13 H:61.7,4.0116838780997135,6.0462581763790695,2.9773893900922532,manual,West,Fam_23,Init,,ISO9001,High
LINE-4217,T:19.00 V:7.77 H:47.4,0.990360079553583,3.781179056990654,1.977285275517647,auto,West,Fam_16,Processing,No Fault,ISO9001,Low
BOT-7725,T:18.74 V:10.58 H:47.4,3.803131316798668,9.059092807164017,4.477092773358564,manual,South,Fam_22,Assembly,No Fault,ISO9001,High
BOT-6382,T:20.83 V:5.81 H:51.7,5.361941031597497,2.8250383973225475,1.5189688786059488,semi_auto,North,Fam_09,Assembly,,ISO9001,Medium
LINE-8353,T:29.23 V:5.47 H:44.2,2.7749040435539722,2.856044939134824,1.0087406934725347,auto,South,Fam_27,Final,No Fault,ISO9001,Low
MCH-8786,T:21.41 V:8.12 H:44.8,,,1.8027204369957575,semi_auto,North,Fam_21,Assembly,No Fault,ISO9001,Medium
MCH-9064,T:26.77 V:7.91 H:55.8,1.9567264911682365,2.8994309962101035,1.645324811416731,auto,East,Fam_01,Processing,No Fault,ISO9001,Medium
BOT-4828,,3.9557204620189728,2.5484839084667845,,semi_auto,East,Fam_07,Init,No Fault,ISO9001,Medium
LINE-7199,T:20.98 V:10.04 H:63.8,2.885017931922342,3.3638476735993064,2.135560246002361,auto,South,Fam_02,Processing,,ISO9001,Medium
LINE-4398,T:14.76 V:4.28 H:47.2,5.797897164246843,6.20528978932907,2.525648989963791,manual,East,Fam_16,Assembly,No Fault,ISO9001,Low
LINE-2278,T:16.15 V:8.53 H:46.0,,2.8165285998904053,1.9500494513736835,semi_auto,North,Fam_05,Init,No Fault,ISO9001,Low
LINE-7639,T:31.03 V:7.54 H:70.9,4.398717860227045,4.713099707284236,2.1545763028648794,auto,East,Fam_04,Processing,No Fault,ISO9001,Low
LINE-1956,T:27.40 V:12.04 H:43.6,5.5012806650035415,3.0149468135286708,2.494729070140176,manual,North,Fam_01,Assembly,No Fault,ISO9001,High
MCH-5348,T:21.38 V:9.00 H:76.9,2.282366293381551,2.1486754474007985,1.3876824977784779,auto,North,Fam_01,Assembly,Low,ISO9001,Medium
BOT-4426,T:20.41 V:12.43 H:35.0,4.087019137508691,2.641283859378848,2.4487874061542745,auto,North,Fam_14,Init,No Fault,ISO9001,High
LINE-7802,T:19.22 V:10.32 H:57.0,5.8959402426449845,2.304870830677779,1.883777666735745,semi_auto,East,Fam_11,Assembly,No Fault,ISO9001,
LINE-6913,T:22.65 V:3.01 H:45.3,5.134022402902093,5.1395963182320425,1.6649987975781009,auto,East,Fam_23,Final,No Fault,ISO9001,High
BOT-9801,T:28.72 V:13.77 H:48.0,5.8447713713431195,2.8355657285995193,2.3507232600387353,auto,West,Fam_04,Init,No Fault,ISO9001,High
LINE-3091,T:19.48 V:9.31 H:60.4,6.724837411804066,4.732345587558792,2.694070382378368,semi_auto,West,Fam_18,Assembly,No Fault,ISO9001,High
BOT-2403,T:20.65 V:7.87 H:36.0,6.069097147016812,4.822785861842951,2.5210789899104458,semi_auto,South,Fam_10,Final,No Fault,ISO9001,High
MCH-7104,T:29.65 V:4.02 H:51.0,6.945250832199197,2.1503000716073344,0.7718993789038722,semi_auto,West,Fam_28,Processing,No Fault,ISO9001,Low
LINE-3042,T:16.74 V:8.89 H:56.9,3.0816711168778,,2.451401954480308,auto,West,Fam_40,Init,No Fault,ISO9001,Medium
BOT-5874,T:18.46 V:1.99 H:39.1,4.535251453726148,5.0067722649353135,1.8629497701007744,auto,South,Fam_07,Assembly,Low,ISO9001,Low
LINE-7308,T:26.81 V:7.49 H:39.7,3.9478891880792366,1.8279023688170486,1.2970568935785876,auto,South,Fam_08,Final,No Fault,ISO9001,Low
MCH-6218,T:18.77 V:13.80 H:40.9,2.2721189449808503,2.851877750101389,2.5488473147973916,semi_auto,North,Fam_01,Processing,No Fault,ISO9001,Medium
BOT-3948,T:20.75 V:10.26 H:30.4,2.6167457227788713,6.715802046819164,3.593603462703085,semi_auto,South,Fam_06,Assembly,Low,ISO9001,
MCH-6488,,2.3105166488488873,3.744674296114419,1.8413492201310697,semi_auto,North,Fam_18,Init,Low,ISO9001,Low
BOT-2421,T:22.59 V:7.65 H:34.2,6.657270157997448,2.552870623438856,1.4753215909677997,semi_auto,East,Fam_36,Assembly,No Fault,ISO9001,Medium
MCH-8679,T:21.19 V:8.24 H:68.9,7.833405150776055,7.100415015682649,3.5625938334269387,auto,South,Fam_06,Final,No Fault,ISO9001,High
LINE-4887,T:26.14 V:3.60 H:60.8,3.8646060193933467,,0.8597729473498584,auto,North,Fam_04,Processing,Low,ISO9001,
MCH-9988,,2.1974202417329227,6.925490238979965,2.657448208974632,auto,South,Fam_38,Assembly,No Fault,ISO9001,Low
MCH-5729,T:22.32 V:13.36 H:46.3,2.1985876672302584,7.48113619823803,4.270394846440664,manual,North,Fam_26,Final,No Fault,ISO9001,High
LINE-1734,T:22.02 V:8.71 H:75.9,1.7308973557330956,5.557686395672881,2.945821664437533,semi_auto,West,Fam_21,Processing,No Fault,ISO9001,High
MCH-4811,T:21.17 V:7.63 H:60.1,4.202238069202361,4.900044654602433,2.323226257179162,manual,North,Fam_10,Processing,,ISO9001,High
BOT-8899,T:19.87 V:10.04 H:41.8,2.7480351261499103,3.669797472004282,2.0889967232066393,auto,South,Fam_10,Processing,Low,ISO9001,Low
LINE-6944,T:26.61 V:5.98 H:58.8,1.6363325855029252,2.099239006416432,1.0436825532602525,semi_auto,North,Fam_16,Processing,Low,ISO9001,Low
BOT-9812,T:27.60 V:6.78 H:52.0,2.801535840076947,4.9514543820084,2.3165971725937777,manual,East,Fam_36,Processing,No Fault,ISO9001,High
LINE-1282,T:24.01 V:11.65 H:38.7,4.9538593519886325,2.666736064743314,2.008529472988893,semi_auto,East,Fam_03,Processing,No Fault,ISO9001,High
LINE-3329,,3.7760018333443206,2.5329717369993086,1.6987901312998164,auto,South,Fam_06,Processing,No Fault,ISO9001,Medium
BOT-4850,T:22.57 V:6.97 H:56.3,3.2946109536140873,4.441412182529884,2.1108570548695695,semi_auto,East,Fam_21,Init,No Fault,ISO9001,High
MCH-1674,T:28.82 V:8.78 H:57.9,3.914068552261376,3.9708978800358907,2.3197562122555273,auto,South,Fam_09,Processing,No Fault,ISO9001,Medium
BOT-1087,T:26.60 V:9.58 H:59.0,5.878388080825246,1.9409186375122538,,semi_auto,East,Fam_06,Assembly,No Fault,ISO9001,Medium
MCH-2829,T:22.96 V:9.67 H:55.7,4.296070557377767,4.16711576373309,2.4607231912316245,semi_auto,North,Fam_01,Processing,Low,ISO9001,High
LINE-7572,T:29.92 V:11.21 H:57.1,2.6383262890639205,2.6236163812676145,2.1648229696887924,semi_auto,West,Fam_18,Processing,No Fault,ISO9001,Medium
LINE-4352,T:31.80 V:5.53 H:36.0,3.0146291186243257,8.866973535388217,3.4719025686370046,manual,South,Fam_01,Assembly,No Fault,ISO9001,Low
MCH-1395,T:20.22 V:8.05 H:51.3,3.6129854702184505,3.6669898483605214,2.145385592757043,semi_auto,North,Fam_24,Processing,No Fault,ISO9001,Medium
BOT-6639,T:22.52 V:12.67 H:51.4,3.6272489804589467,3.2959421034411496,2.6505799739599087,auto,West,Fam_39,Processing,No Fault,ISO9001,High
MCH-4514,T:31.78 V:4.42 H:59.3,4.227385285839604,2.163028239874379,0.8441213149373794,auto,South,Fam_02,Assembly,Low,ISO9001,Low
MCH-5776,T:20.95 V:8.49 H:58.1,8.277628041820797,2.26902746786205,,auto,North,Fam_23,Final,Low,ISO9001,Medium
LINE-5182,,4.424240208119247,9.034794772128818,3.763204423858447,manual,North,Fam_34,Init,No Fault,ISO9001,High
MCH-2852,T:22.75 V:8.24 H:48.6,1.2749644693967612,4.940377083097864,2.6263268627160303,manual,East,Fam_21,Processing,No Fault,ISO9001,High
LINE-7516,T:24.94 V:11.21 H:43.3,4.156868737196986,3.4563056946419572,2.290512058777769,auto,South,Fam_22,Processing,No Fault,ISO9001,High
MCH-1715,T:25.65 V:5.41 H:37.3,5.5610175776823505,6.9700282176419535,2.792350149063372,auto,North,Fam_34,Processing,Low,ISO9001,High
BOT-4484,,3.8293493522321587,8.362175400491495,4.418805407429932,manual,East,Fam_14,Init,No Fault,ISO9001,
LINE-1220,T:22.77 V:4.91 H:33.2,3.6558991487502013,2.0336502993462413,0.9256541125745904,auto,South,Fam_28,Assembly,No Fault,ISO9001,Medium
BOT-6137,,0.7273716301511541,4.295111045600122,1.485811450239283,auto,West,Fam_05,Processing,No Fault,ISO9001,Low
MCH-7356,T:21.12 V:2.76 H:44.0,4.789998497561278,2.9754846929331937,0.7520679355623544,semi_auto,West,Fam_39,Processing,No Fault,ISO9001,Low
BOT-1860,T:25.83 V:4.87 H:47.2,4.505159140415864,2.4555756618988065,1.170298458794826,auto,East,Fam_09,Processing,No Fault,ISO9001,Medium
