device_info,sensor_packet,sunlight_hours,soil_moisture_index,soil_health_index,irrigation_type,region,crop_variety,growth_stage,disease_severity,certification_level,yield_category
NODE-8584,T=27.67|N=12.23|H=61.7,6.257717729557107,4.77006665004058,4.010726397276823,drip,South,Var_18,Vegetative,No Disease,ISO9001,High
DEV-3069,T=20.73|N=6.90|H=38.3,5.3927651746582,2.9619403717957966,2.077665092736767,sprinkler,West,Var_09,Seedling,No Disease,ISO9001,Medium
DEV-1149,T=24.62|N=8.91|H=36.2,5.422796839839014,2.718772542297349,2.139277733829373,sprinkler,West,Var_22,Vegetative,No Disease,ISO9001,High
NODE-6368,T=24.38|N=8.17|H=43.1,1.0871801974259938,3.475837004374417,2.6790066635199965,drip,East,Var_15,Maturity,No Disease,ISO9001,Medium
SENSOR-9728,T=27.85|N=18.23|H=45.6,5.723922111038895,4.5722395949734675,5.364633378170442,drip,South,Var_05,Vegetative,No Disease,ISO9001,High
SENSOR-1216,T=21.43|N=8.98|H=51.2,1.169468298807626,4.670872877193317,2.943044468979381,drip,East,Var_12,Flowering,Medium,ISO9001,Low
SENSOR-8155,T=19.50|N=7.78|H=51.0,3.4946444332257656,7.213016290822255,4.185183139033314,flood,East,Var_08,Flowering,No Disease,ISO9001,High
DEV-2174,T=23.21|N=5.94|H=19.7,3.2133740835790663,5.610910810564659,2.9532903121694747,drip,East,Var_13,Maturity,No Disease,ISO9001,High
SENSOR-8811,T=29.74|N=12.17|H=39.6,7.349213975185127,3.084188860942803,2.5502764317792623,drip,West,Var_01,Maturity,No Disease,ISO9001,Medium
NODE-8526,T=25.38|N=8.87|H=48.7,3.342670976637925,4.548155187950704,3.0637744901100685,drip,North,Var_05,Flowering,No Disease,ISO9001,High
SENSOR-7617,T=18.86|N=7.13|H=67.7,3.936183970882622,7.054242495345106,4.141462784882355,flood,East,Var_03,Seedling,No Disease,ISO9001,High
DEV-1494,T=25.59|N=10.64|H=56.4,5.331347234976776,2.701177709865565,2.359504265264956,sprinkler,East,Var_30,Seedling,No Disease,ISO9001,
NODE-6010,T=15.12|N=6.32|H=46.3,3.036224132859608,3.3362477569872375,,flood,West,Var_10,Vegetative,No Disease,ISO9001,Low
SENSOR-5586,T=16.35|N=5.31|H=60.9,2.201148916944967,1.8498005878512982,0.7939454051070193,drip,West,Var_21,Flowering,,ISO9001,Low
DEV-6936,T=23.36|N=8.64|H=44.6,2.941768638226072,4.242345356896511,2.8808284028848026,flood,West,Var_20,Flowering,No Disease,ISO9001,High
NODE-5234,T=23.54|N=8.91|H=46.9,6.057426071611587,3.0525870853861363,,sprinkler,North,Var_09,Seedling,No Disease,ISO9001,High
NODE-9381,T=23.81|N=8.27|H=60.9,5.041689687363933,3.160712418550217,2.2434580646357754,drip,West,Var_27,Vegetative,No Disease,ISO9001,High
SENSOR-9864,T=22.54|N=10.42|H=52.1,2.067515139940968,2.005221296852234,1.9911181347557516,sprinkler,East,Var_16,Vegetative,Low,ISO9001,Medium
SENSOR-5613,T=17.33|N=6.71|H=45.1,4.95036596777107,6.96930405606686,3.8062597922256325,drip,North,Var_05,Vegetative,No Disease,ISO9001,Medium
NODE-5568,T=29.34|N=12.67|H=43.9,4.897912165893411,4.323597749565908,3.797152197879623,drip,East,Var_02,Seedling,No Disease,ISO9001,High
NODE-7250,T=17.47|N=10.85|H=31.5,7.262263859190943,4.143757767772909,3.303478101857695,sprinkler,West,Var_05,Flowering,,ISO9001,Medium
DEV-6175,T=15.57|N=6.07|H=60.7,2.1684949940779417,5.00743622997801,2.7437016579433875,flood,North,Var_02,Vegetative,No Disease,ISO9001,Low
DEV-9272,T=26.65|N=9.95|H=31.2,4.485652205450479,6.232051573070816,4.265305105049408,drip,East,Var_09,Vegetative,Low,ISO9001,High
NODE-8509,T=27.79|N=10.66|H=35.0,4.696940910230882,6.914701739096109,4.761484744154246,flood,East,Var_01,Maturity,Low,ISO9001,High
SENSOR-3198,T=16.05|N=9.78|H=38.5,5.420683471517674,3.539494175582387,2.778402336399799,sprinkler,East,Var_28,Vegetative,No Disease,ISO9001,
DEV-1101,T=17.79|N=4.77|H=48.5,7.766770639417008,10.183035306692869,5.296450569242514,drip,North,Var_14,Vegetative,,ISO9001,High
SENSOR-5130,,1.5489244575811347,3.2831993445614196,2.1545288448989797,drip,East,Var_01,Flowering,No Disease,ISO9001,Medium
NODE-5948,T=29.44|N=11.08|H=53.3,4.157151986638803,4.787249004317624,4.070269590224464,drip,South,Var_19,Flowering,No Disease,ISO9001,Medium
DEV-5936,T=25.38|N=7.02|H=57.5,1.7332302262305246,5.392608664289081,3.28290150414922,drip,North,Var_02,Vegetative,No Disease,ISO9001,High
DEV-1907,T=20.56|N=15.79|H=51.4,1.105992684351673,4.465846668811574,4.568999478119111,sprinkler,North,Var_10,Vegetative,Low,ISO9001,High
DEV-3723,T=26.56|N=13.93|H=50.6,3.684217979187527,2.5523756069211667,2.933298591767754,drip,West,Var_13,Vegetative,Low,ISO9001,High
SENSOR-5688,T=20.17|N=8.60|H=51.5,3.3827615756860956,8.309938237747527,5.168068134889907,flood,East,Var_26,Seedling,No Disease,ISO9001,
DEV-3615,T=18.40|N=4.43|H=63.3,1.0251153877022405,3.744202664038795,1.6996822216087917,drip,North,Var_37,Vegetative,No Disease,ISO9001,
DEV-4951,T=16.22|N=5.88|H=38.2,4.326090088800603,3.064612622508051,1.7611213439852391,flood,North,Var_19,Flowering,,ISO9001,Low
SENSOR-6575,T=25.15|N=5.21|H=54.2,2.10917221642478,6.114808699664179,3.116839412861367,flood,South,Var_03,Vegetative,No Disease,ISO9001,High
DEV-5613,T=19.90|N=9.21|H=41.1,3.381013804432982,2.900030965992652,2.2104721068295548,sprinkler,West,Var_38,Flowering,Low,ISO9001,Low
DEV-8160,T=23.40|N=4.89|H=50.4,3.2521160869852976,2.420657121860657,1.0473789538904565,drip,North,Var_07,Maturity,No Disease,ISO9001,Low
NODE-3968,T=24.25|N=5.25|H=50.1,7.168097359455661,,,drip,East,Var_21,Vegetative,,ISO9001,High
NODE-2640,T=26.77|N=11.06|H=34.1,5.20200091537732,5.409007433895575,4.15816969601723,drip,North,Var_03,Flowering,Low,ISO9001,High
NODE-8808,T=22.08|N=9.93|H=57.6,1.920591540698885,,2.6575156106015796,sprinkler,West,Var_04,Seedling,Low,ISO9001,Medium
DEV-6951,T=28.79|N=7.97|H=53.0,1.6221461553233152,2.1376648031801504,1.89198631175456,drip,West,Var_09,Seedling,No Disease,ISO9001,Medium
DEV-2801,T=24.24|N=10.35|H=46.2,1.5233049143465924,2.2545213252603378,1.905829562079531,drip,West,Var_25,Maturity,No Disease,ISO9001,Low
DEV-9353,T=19.47|N=8.19|H=47.3,2.9467400973809794,3.4912697607028003,2.6198610720167625,sprinkler,North,Var_35,Vegetative,Low,ISO9001,Medium
NODE-5059,T=24.82|N=6.55|H=41.1,3.8637160354820184,,2.2577847768087693,drip,South,Var_05,Vegetative,No Disease,ISO9001,Medium
DEV-3909,T=21.27|N=13.18|H=26.0,5.196111947115806,2.6349220350933966,3.1051270520045455,sprinkler,North,Var_25,Flowering,Low,ISO9001,Medium
DEV-5127,T=15.53|N=7.15|H=45.6,2.96588910030925,7.724690566936243,4.341331839347945,drip,East,Var_31,Maturity,No Disease,ISO9001,
SENSOR-8138,T=17.26|N=10.61|H=60.6,4.523959939866847,2.859482882725151,2.646973134692488,drip,West,Var_25,Vegetative,No Disease,ISO9001,Low
NODE-8219,T=20.80|N=7.07|H=72.0,4.7579677100005044,3.744832893624072,2.1697295043616696,sprinkler,East,Var_25,Seedling,No Disease,ISO9001,Medium
SENSOR-3226,T=26.80|N=7.50|H=48.6,3.505177326090174,4.73827350121466,2.718712442853824,sprinkler,South,Var_02,Vegetative,Low,ISO9001,Medium
DEV-7546,T=18.80|N=5.19|H=48.7,4.789391462165143,5.952622457692722,,drip,North,Var_16,Vegetative,No Disease,ISO9001,Medium
NODE-6497,T=23.79|N=7.58|H=49.7,3.7212135632883823,5.674683633336313,3.4135063314017193,sprinkler,South,Var_17,Flowering,No Disease,ISO9001,High
NODE-9280,T=20.29|N=11.30|H=34.4,1.4661110572081437,4.765869677482806,3.7439654739116985,drip,North,Var_19,Flowering,Low,ISO9001,Medium
SENSOR-8736,T=28.81|N=3.83|H=61.9,1.4129933797222196,4.262133976197624,1.9931134274144973,drip,East,Var_36,Seedling,No Disease,ISO9001,Low
DEV-7370,T=22.48|N=10.67|H=55.7,3.253947571531331,5.695887463962465,4.0919616080219665,drip,North,Var_38,Maturity,No Disease,ISO9001,High
DEV-6077,T=27.64|N=10.65|H=49.5,6.46382826444346,,2.7737915200572654,drip,East,Var_12,Maturity,No Disease,ISO9001,High
SENSOR-8582,T=28.22|N=8.00|H=32.6,2.653629439156379,3.6255275889012832,2.4128014892260734,drip,South,Var_08,Vegetative,,ISO9001,Medium
NODE-5520,T=28.25|N=10.14|H=42.6,4.17755238746866,3.0866983864635253,2.906734954742982,sprinkler,West,Var_28,Vegetative,No Disease,ISO9001,Medium
DEV-8574,T=27.12|N=8.00|H=66.7,2.4335098146157748,7.6632213982473,4.635296427665899,drip,South,Var_01,Seedling,No Disease,ISO9001,High
SENSOR-3505,T=24.41|N=5.28|H=53.7,2.986424001415715,10.993840655879243,,flood,East,Var_36,Vegetative,No Disease,ISO9001,High
SENSOR-6434,T=22.82|N=5.41|H=28.2,5.047884732799509,3.908572758321574,2.030484200003525,drip,South,Var_38,Vegetative,Low,ISO9001,Medium
NODE-6794,T=21.81|N=8.50|H=50.9,3.2027960370629844,5.037688390340258,3.0368249070473463,drip,East,Var_19,Vegetative,No Disease,ISO9001,Medium
NODE-4902,T=27.95|N=4.48|H=40.3,3.503439905606747,5.053433434346986,2.733004158555359,drip,East,Var_34,Maturity,No Disease,ISO9001,Medium
DEV-5872,T=23.19|N=8.73|H=40.5,4.057767368749673,4.988176149740869,3.1834519862885626,drip,South,Var_19,Vegetative,Low,ISO9001,Medium
NODE-4494,T=24.24|N=10.18|H=63.7,1.3499978237181156,2.5054811775513013,1.9668523387728933,sprinkler,West,Var_11,Maturity,No Disease,ISO9001,Medium
DEV-8337,T=26.86|N=8.39|H=35.3,2.487400098961376,3.3282666554332376,2.2633850453342714,sprinkler,East,Var_01,Flowering,Low,ISO9001,Medium
DEV-5521,T=23.87|N=4.16|H=65.5,4.091928964363716,4.5310426018840095,2.0534403365718434,drip,North,Var_28,Flowering,No Disease,ISO9001,Medium
NODE-2615,T=19.65|N=7.41|H=53.6,5.4525824513761965,2.520789064774977,1.6360104023484159,drip,East,Var_24,Maturity,No Disease,ISO9001,Low
SENSOR-9081,T=23.99|N=7.94|H=23.9,2.235330546132703,2.9281792830083906,2.0995032882552898,drip,East,Var_25,Vegetative,No Disease,ISO9001,Low
DEV-9577,T=20.57|N=8.66|H=38.1,,2.2604862585598964,1.6158736628279717,sprinkler,West,Var_31,Vegetative,No Disease,ISO9001,Medium
NODE-9402,T=28.80|N=4.49|H=41.9,2.75307646960367,4.003472022963271,2.2360646399058104,drip,South,Var_02,Vegetative,No Disease,ISO9001,Low
SENSOR-9698,T=21.74|N=10.92|H=49.5,6.596943446091831,5.479325054189304,3.9446377484262554,drip,East,Var_10,Vegetative,No Disease,ISO9001,High
SENSOR-5846,T=24.26|N=5.00|H=37.2,3.1715369940569067,3.518271767816565,1.7689717862948764,flood,West,Var_02,Flowering,No Disease,ISO9001,Medium
NODE-9931,T=23.08|N=3.80|H=53.5,4.1805019651083235,5.658341989202156,,drip,South,Var_01,Vegetative,Low,ISO9001,High
NODE-9036,T=27.05|N=10.79|H=44.8,4.425818984293892,4.437835891439059,3.344998570492754,flood,North,Var_13,Vegetative,,ISO9001,High
DEV-1836,T=23.69|N=13.24|H=57.3,5.365008554708123,3.8918618056439693,3.4930793494299097,sprinkler,East,Var_14,Seedling,Low,ISO9001,High
NODE-2975,T=21.36|N=7.29|H=53.0,5.821569304033103,7.558263510143864,4.588630244823082,flood,South,Var_31,Vegetative,No Disease,ISO9001,High
SENSOR-2117,T=22.37|N=13.70|H=49.8,2.767133021957768,7.343325353291351,5.598640564947238,flood,South,Var_26,Vegetative,No Disease,ISO9001,High
DEV-2728,T=26.09|N=7.81|H=44.2,1.8904566548781032,2.2455829592266126,1.5695315088723618,sprinkler,West,Var_13,Flowering,No Disease,ISO9001,Medium
DEV-8153,T=21.55|N=2.85|H=68.7,1.9211438862251398,3.3278922019507515,,sprinkler,East,Var_37,Flowering,Low,ISO9001,Low
SENSOR-8263,T=17.11|N=10.78|H=45.7,8.831909494760081,4.933081801987028,3.788852781759723,drip,South,Var_02,Flowering,No Disease,ISO9001,Low
DEV-8821,,7.172830824973554,3.905582820258203,2.027248974394926,sprinkler,East,Var_16,Vegetative,No Disease,ISO9001,High
DEV-9581,T=18.67|N=5.41|H=23.9,2.453017202315702,2.7425406425728216,1.550235794501381,sprinkler,South,Var_20,Maturity,No Disease,ISO9001,Low
SENSOR-9902,T=20.44|N=7.99|H=45.2,4.081063757313281,,2.5653234069187154,flood,East,Var_06,Flowering,No Disease,ISO9001,Medium
DEV-1203,T=22.16|N=9.02|H=68.5,1.5630011618790363,2.914676990347878,2.304914517741541,drip,North,Var_01,Maturity,No Disease,ISO9001,
DEV-3412,T=21.04|N=3.84|H=70.7,4.280756319990663,4.656119326420191,2.475911037452979,sprinkler,South,Var_03,Maturity,No Disease,ISO9001,Medium
NODE-6208,T=13.72|N=12.08|H=42.4,8.296222163715719,4.342125026130054,3.3548044766088085,drip,South,Var_36,Vegetative,No Disease,ISO9001,Low
SENSOR-6344,T=23.64|N=7.63|H=65.4,2.428941757878058,2.901921364828325,2.1269217496447212,sprinkler,East,Var_20,Vegetative,No Disease,ISO9001,Medium
SENSOR-5292,T=32.98|N=10.73|H=43.9,3.135998858668474,4.390042043747186,3.1818205818313823,flood,East,Var_03,Seedling,No Disease,ISO9001,Low
DEV-1359,T=24.94|N=11.65|H=47.7,2.3159755171953633,3.103423864151429,2.9905501758306348,drip,East,Var_01,Flowering,Medium,ISO9001,Medium
SENSOR-1089,T=17.81|N=7.06|H=60.0,6.488658620006898,8.16851305344115,4.563176913956521,drip,North,Var_07,Seedling,No Disease,ISO9001,High
SENSOR-4504,T=28.50|N=7.68|H=49.1,3.7096916497087236,8.393875189286433,5.014891338093118,flood,West,Var_32,Seedling,No Disease,ISO9001,High
SENSOR-8706,T=20.63|N=11.31|H=46.0,,2.5861852116436252,2.5273885002777523,sprinkler,East,Var_33,Vegetative,No Disease,ISO9001,High
SENSOR-8847,T=22.57|N=14.04|H=46.2,3.1280835954903123,3.518016708500785,3.633980303046094,drip,East,Var_14,Maturity,No Disease,ISO9001,High
NODE-3193,T=22.19|N=5.69|H=56.5,9.237229011292186,4.320563563330917,2.158226269702858,drip,South,Var_13,Maturity,No Disease,ISO9001,High
NODE-3661,T=23.27|N=14.75|H=49.4,4.882237526051968,5.1717466373066525,4.393980197519578,drip,West,Var_04,Vegetative,No Disease,ISO9001,High
DEV-2537,T=30.69|N=6.14|H=49.7,3.748166577613129,5.39438812640246,3.1324101281774137,drip,East,Var_36,Maturity,No Disease,ISO9001,Low
NODE-3632,T=24.58|N=6.43|H=26.4,2.6232555188935796,2.9781493484529897,1.8641147912220315,sprinkler,West,Var_07,Vegetative,No Disease,ISO9001,Low
SENSOR-9773,T=21.57|N=9.18|H=65.1,3.012861778712102,2.2171083802830256,1.841420835514943,sprinkler,North,Var_10,Flowering,No Disease,ISO9001,Low
DEV-8707,T=26.91|N=7.10|H=46.0,4.060785479229471,3.9486141494421605,2.635328547386124,drip,South,Var_03,Vegetative,No Disease,ISO9001,High
SENSOR-9111,T=28.80|N=10.95|H=39.5,1.7607842132150453,2.892605543744132,2.2166739527294133,sprinkler,East,Var_03,Flowering,,ISO9001,Low
SENSOR-3522,T=27.12|N=6.39|H=76.0,6.849004081838882,,1.7585558977209612,drip,North,Var_03,Flowering,No Disease,ISO9001,Low
SENSOR-8756,,5.2792913745620575,4.042232074904115,,sprinkler,East,Var_14,Maturity,No Disease,ISO9001,Low
NODE-7130,T=23.22|N=4.16|H=47.2,0.6157315985343144,4.26497624328439,2.132861958135296,drip,South,Var_16,Seedling,No Disease,ISO9001,Medium
SENSOR-3173,T=26.90|N=8.95|H=34.2,5.7783247136736655,2.8364145195935113,,sprinkler,West,Var_04,Vegetative,No Disease,ISO9001,Medium
SENSOR-5384,T=29.37|N=11.05|H=53.7,3.7854361567692063,3.534179471097579,3.0539069222130832,sprinkler,West,Var_01,Vegetative,No Disease,ISO9001,Low
NODE-8413,T=28.33|N=4.29|H=52.6,5.823933961761894,5.124256353008936,2.5567832532222767,drip,West,Var_33,Vegetative,No Disease,ISO9001,High
DEV-8495,T=26.37|N=8.20|H=63.3,7.001217822631564,3.87923897668245,2.838182442869658,sprinkler,West,Var_23,Flowering,No Disease,ISO9001,High
DEV-2508,T=28.78|N=11.55|H=58.1,4.290373102003332,3.2264316451011013,3.055386354267269,sprinkler,South,Var_01,Flowering,No Disease,ISO9001,High
DEV-2782,T=16.96|N=11.15|H=50.2,1.3038538966510274,4.817759783642861,,drip,West,Var_06,Seedling,No Disease,ISO9001,Low
SENSOR-1660,T=19.64|N=8.53|H=42.7,4.710112206758126,4.094977631004451,2.637946753656808,drip,North,Var_07,Seedling,Low,ISO9001,Medium
NODE-5199,T=18.27|N=8.24|H=54.3,6.550138775655484,3.996081841739213,2.4290388728079155,sprinkler,North,Var_04,Seedling,No Disease,ISO9001,Medium
DEV-1911,T=21.79|N=4.38|H=47.0,3.944585280276357,2.662890139834029,1.3419636032874183,sprinkler,East,Var_02,Vegetative,No Disease,ISO9001,Low
DEV-5825,T=21.86|N=4.87|H=51.6,2.2173060515199996,6.618937567166031,3.3251758013342156,sprinkler,East,Var_10,Flowering,No Disease,ISO9001,High
DEV-8268,T=14.50|N=6.24|H=59.6,1.7556619450789526,3.734654576799737,1.9752122955482636,sprinkler,North,Var_02,Vegetative,,ISO9001,Low
DEV-2591,T=20.31|N=9.92|H=58.6,5.094190888756511,3.1561165923195706,2.735930199786915,sprinkler,East,Var_06,Maturity,High,ISO9001,Low
DEV-4623,T=25.89|N=7.76|H=46.3,7.500997031034241,4.220335025827763,2.8437217144020943,drip,West,Var_03,Vegetative,No Disease,ISO9001,High
DEV-6632,T=18.79|N=8.20|H=49.3,2.208434574065513,3.400604961574475,2.1132172787136163,drip,North,Var_05,Vegetative,No Disease,ISO9001,Low
NODE-9231,T=25.02|N=9.40|H=49.2,3.7322588258733154,2.5150819354502243,2.0661603464606912,drip,East,Var_12,Vegetative,No Disease,ISO9001,Medium
DEV-3064,T=24.23|N=6.97|H=44.1,4.464175942518571,3.5093141330261255,2.4419443762930433,sprinkler,West,Var_10,Flowering,No Disease,ISO9001,Medium
SENSOR-2017,T=20.17|N=3.41|H=46.0,4.915093473010056,7.067649583650657,3.539961674085961,drip,East,Var_03,Vegetative,Low,ISO9001,High
NODE-1185,T=25.98|N=9.10|H=50.5,2.341459101996599,3.969800073889559,2.9601514337236727,drip,East,Var_37,Seedling,No Disease,ISO9001,High
NODE-3774,T=27.14|N=9.06|H=32.4,3.1830816068379875,2.232558124799344,1.949142595872357,sprinkler,North,Var_04,Vegetative,No Disease,ISO9001,Low
NODE-7398,T=22.68|N=13.43|H=55.1,2.2528261294487,4.1668923827796025,3.67472230127581,drip,West,Var_03,Flowering,No Disease,ISO9001,High
NODE-2799,T=18.30|N=8.21|H=33.8,9.71002112007334,4.347637859062897,3.0007577502099108,drip,East,Var_36,Vegetative,No Disease,ISO9001,Low
SENSOR-5820,T=26.25|N=6.27|H=47.4,6.314157706266485,3.4929309950117093,,sprinkler,South,Var_11,Maturity,No Disease,ISO9001,Medium
DEV-8129,T=24.85|N=7.22|H=63.0,,9.794552275095745,5.336314197470145,flood,South,Var_01,Maturity,No Disease,ISO9001,High
NODE-4263,T=19.42|N=7.76|H=61.1,0.8199299889038708,2.995225896412766,2.062021415024881,drip,South,Var_06,Maturity,,ISO9001,Low
DEV-1246,T=22.70|N=9.39|H=51.2,2.4025187640240953,4.2160516949533875,2.9497859103907476,drip,South,Var_02,Maturity,No Disease,ISO9001,Medium
SENSOR-4879,T=15.83|N=8.37|H=49.6,7.71865286687404,2.456880209873306,1.8425355423011363,sprinkler,West,Var_26,Vegetative,No Disease,ISO9001,
DEV-3397,T=19.25|N=0.10|H=46.5,4.40860611492677,4.163136070496658,0.9758210766720705,sprinkler,East,Var_02,Vegetative,,ISO9001,Low
SENSOR-9372,T=24.39|N=9.66|H=36.9,4.25268035745525,3.0669485271935883,2.42302451067454,drip,West,Var_38,Seedling,No Disease,ISO9001,Medium
NODE-9876,T=25.86|N=8.98|H=70.5,4.1626915764507455,3.22099211886017,2.308633074315551,drip,East,Var_25,Flowering,No Disease,ISO9001,Low
SENSOR-7542,T=24.45|N=12.28|H=28.5,1.5333282978494742,2.9034278950964967,2.740528258661246,drip,South,Var_07,Vegetative,,ISO9001,Medium
DEV-4132,T=21.13|N=12.41|H=44.7,5.370359047190766,4.6474573551471074,4.188641007791417,drip,West,Var_31,Flowering,No Disease,ISO9001,High
SENSOR-5587,T=20.83|N=6.73|H=36.4,4.79881653644541,3.2011635565700804,1.8964873383600669,sprinkler,South,Var_14,Flowering,No Disease,ISO9001,Low
DEV-8244,T=24.19|N=12.40|H=64.2,2.1300404273054045,4.800408253777545,3.852391051037765,drip,West,Var_19,Flowering,Low,ISO9001,High
SENSOR-3250,T=18.77|N=6.19|H=29.0,5.288327470101362,5.674636839433284,2.9773789907445805,sprinkler,East,Var_03,Vegetative,No Disease,ISO9001,Medium
SENSOR-8865,T=21.96|N=2.30|H=77.0,4.930666851920788,,1.1641000148409424,drip,East,Var_05,Vegetative,No Disease,ISO9001,Low
DEV-4234,T=20.61|N=1.92|H=65.6,1.7311734546504594,5.068788795690236,1.8151689000624194,drip,East,Var_03,Vegetative,No Disease,ISO9001,Low
DEV-2120,T=22.51|N=7.47|H=67.9,6.705510377845066,3.6684296413573296,2.0707930302130824,drip,North,Var_19,Seedling,No Disease,ISO9001,Medium
NODE-8112,T=20.85|N=12.55|H=58.6,2.1488488365246394,2.310388013563029,2.637326925054484,sprinkler,West,Var_14,Flowering,Low,ISO9001,Medium
SENSOR-2872,T=23.63|N=9.25|H=18.8,5.007602977434555,2.650036955070825,2.2525861359512613,sprinkler,North,Var_14,Flowering,No Disease,ISO9001,Medium
NODE-1283,T=29.15|N=11.37|H=46.3,5.925319754102373,2.7493638148329365,2.6068015991661584,drip,East,Var_27,Vegetative,No Disease,ISO9001,Medium
DEV-3210,T=16.20|N=7.98|H=35.8,2.017877412153611,8.480544424060732,4.8041110239996705,flood,North,Var_20,Vegetative,No Disease,ISO9001,Medium
SENSOR-9251,T=17.20|N=10.53|H=56.4,4.1947369972728845,7.045469820397069,4.6969892054020095,flood,North,Var_14,Vegetative,No Disease,ISO9001,Medium
DEV-7501,T=22.04|N=15.47|H=46.2,3.3346863857569846,5.17152925722471,4.90277720037667,drip,South,Var_27,Vegetative,Low,ISO9001,High
SENSOR-5404,T=21.16|N=15.70|H=41.7,2.184183683916143,3.046502916565777,3.765659963025067,drip,East,Var_32,Vegetative,Low,ISO9001,High
DEV-3744,T=27.83|N=10.00|H=61.5,3.3510967029714864,1.915612945889049,2.1195326940852826,sprinkler,West,Var_32,Flowering,Low,ISO9001,Low
SENSOR-9041,T=22.58|N=9.27|H=51.6,2.6094133635313996,4.830515176077401,3.056669634257076,flood,North,Var_21,Vegetative,No Disease,ISO9001,Medium
SENSOR-7621,T=23.11|N=9.63|H=43.9,0.6130119161782603,,4.15753306470056,drip,West,Var_18,Seedling,No Disease,ISO9001,High
SENSOR-2931,T=23.37|N=10.66|H=35.2,7.480096152341369,,,drip,South,Var_02,Vegetative,Low,ISO9001,High
SENSOR-7416,T=31.92|N=9.36|H=32.4,3.9029898986655356,3.515228043498199,2.823295137985016,sprinkler,East,Var_02,Vegetative,No Disease,ISO9001,Low
SENSOR-9287,T=20.26|N=9.76|H=60.4,5.2169370463782005,2.474642359649109,2.0427248165079614,drip,North,Var_40,Flowering,Low,ISO9001,Medium
SENSOR-3911,T=30.76|N=10.90|H=66.8,2.7085932244627844,5.5931872641963665,3.9328584628969447,flood,South,Var_12,Vegetative,Low,ISO9001,Medium
NODE-2249,T=26.66|N=2.17|H=44.4,1.378515202246485,3.1908843649724705,1.201926268033653,drip,East,Var_01,Seedling,No Disease,ISO9001,
NODE-7789,T=19.67|N=9.62|H=36.2,7.2278034578496,2.9968891623727116,2.6207165020974332,drip,North,Var_30,Vegetative,No Disease,ISO9001,Medium
SENSOR-2144,T=24.74|N=10.10|H=51.2,3.423609902531894,2.1316755741965254,2.187183838171196,sprinkler,South,Var_04,Flowering,No Disease,ISO9001,Medium
DEV-8864,T=23.19|N=10.02|H=51.2,2.5478585255998127,4.311539172702153,3.3489735139611225,drip,North,Var_15,Flowering,Low,ISO9001,Medium
NODE-8553,T=28.78|N=4.69|H=69.7,1.6182024625905822,3.8947291090283476,1.8607515647222785,drip,North,Var_03,Vegetative,Low,ISO9001,Low
SENSOR-4973,T=21.40|N=11.69|H=50.4,7.500428053231987,,2.9632645550343724,sprinkler,North,Var_06,Flowering,No Disease,ISO9001,High
SENSOR-9353,T=18.61|N=8.52|H=59.3,3.0446206261666924,2.8914798157705044,2.358056578774473,drip,West,Var_01,Vegetative,,ISO9001,Low
NODE-4952,T=23.16|N=4.28|H=44.4,,5.650766235920069,3.0554042866812563,sprinkler,West,Var_03,Flowering,No Disease,ISO9001,High
DEV-7204,T=18.61|N=5.88|H=47.6,8.680846824118602,4.03897985435783,2.3587401087988056,drip,West,Var_12,Flowering,No Disease,ISO9001,Low
SENSOR-6249,T=29.04|N=8.58|H=36.4,8.626458263778671,3.6004137001382124,2.393248668903547,drip,West,Var_25,Vegetative,No Disease,ISO9001,Medium
DEV-6521,T=21.48|N=6.95|H=46.1,1.699334652288914,4.332653770628734,2.9504657573300737,drip,East,Var_02,Seedling,No Disease,ISO9001,Medium
NODE-2023,T=22.27|N=4.46|H=61.4,1.4001459334911286,2.1820452717537626,1.0058207167468556,drip,West,Var_01,Vegetative,Low,ISO9001,Low
SENSOR-7805,T=28.92|N=9.81|H=50.4,1.2350745649612846,,2.583402805289582,drip,South,Var_24,Maturity,No Disease,ISO9001,Low
NODE-7294,T=24.22|N=10.47|H=60.3,2.7058522551645843,5.853374178893361,4.138050185118728,flood,East,Var_08,Flowering,No Disease,ISO9001,High
SENSOR-6708,T=20.83|N=8.52|H=50.9,2.3846215829586304,6.467668087917422,4.18586386999128,sprinkler,East,Var_31,Maturity,No Disease,ISO9001,High
DEV-7200,T=25.58|N=6.38|H=59.3,3.252411490138554,5.762156698140358,3.319827050038258,drip,South,Var_38,Flowering,No Disease,ISO9001,High
SENSOR-1485,T=24.42|N=11.91|H=75.7,3.293641588892635,3.2628855482733066,2.9426545639958586,sprinkler,South,Var_31,Vegetative,No Disease,ISO9001,High
NODE-2561,T=28.29|N=6.92|H=59.8,4.525925218735403,4.822765837981562,2.747134344759929,sprinkler,East,Var_01,Vegetative,No Disease,ISO9001,Medium
DEV-7787,,4.965124850744124,6.70330120957923,3.6719925467005825,drip,South,Var_32,Vegetative,Low,ISO9001,
SENSOR-8432,T=24.67|N=9.72|H=50.5,1.32682347322288,4.216089745726091,3.1660377234994157,flood,South,Var_05,Seedling,,ISO9001,Medium
DEV-9354,T=19.15|N=4.43|H=39.8,4.377366168928752,4.904687373525004,2.1349903517671227,drip,East,Var_04,Flowering,No Disease,ISO9001,
SENSOR-8608,T=28.65|N=8.61|H=62.7,2.7244863797382424,3.9201621504437854,2.9115612352760474,sprinkler,East,Var_38,Maturity,No Disease,ISO9001,Medium
